7.907138E+5, 0.000000E+0
8.000000E+5, 1.042700E-5
8.200000E+5, 2.938430E-5
8.400000E+5, 4.834160E-5
8.800000E+5, 8.625620E-5
1.000000E+6, 2.000000E-4
1.100000E+6, 5.505400E-4
1.200000E+6, 1.100000E-3
1.300000E+6, 1.793800E-3
1.400000E+6, 2.900000E-3
1.500000E+6, 4.700000E-3
1.550000E+6, 5.745800E-3
1.600000E+6, 7.100000E-3
1.620000E+6, 7.860000E-3
1.640000E+6, 8.620000E-3
1.650000E+6, 9.000000E-3
1.680000E+6, 1.050000E-2
1.700000E+6, 1.150000E-2
1.750000E+6, 1.650000E-2
1.800000E+6, 2.720000E-2
1.850000E+6, 4.130000E-2
1.900000E+6, 6.020000E-2
1.915000E+6, 6.734300E-2
1.915446E+6, 6.746728E-2
1.940000E+6, 7.770000E-2
1.960000E+6, 8.040000E-2
1.980000E+6, 7.770000E-2
2.000000E+6, 7.150000E-2
2.050000E+6, 6.070001E-2
2.150000E+6, 4.680177E-2
2.200000E+6, 4.141542E-2
2.300000E+6, 3.513842E-2
2.350000E+6, 3.393525E-2
2.371316E+6, 3.373196E-2
2.400000E+6, 3.396459E-2
2.600000E+6, 3.715588E-2
2.750000E+6, 4.095859E-2
2.800000E+6, 4.247557E-2
2.950000E+6, 4.791360E-2
3.000000E+6, 5.007641E-2
3.200000E+6, 6.205297E-2
3.300000E+6, 6.607891E-2
3.400000E+6, 6.587750E-2
3.600000E+6, 5.780822E-2
3.700000E+6, 5.776199E-2
3.800000E+6, 6.349668E-2
3.900000E+6, 7.017101E-2
3.948451E+6, 7.350893E-2
4.000000E+6, 7.928592E-2
4.100000E+6, 8.855501E-2
4.200000E+6, 9.887383E-2
4.400000E+6, 1.209233E-1
4.600000E+6, 1.408826E-1
4.800000E+6, 1.422025E-1
5.000000E+6, 1.418061E-1
5.200000E+6, 1.408429E-1
5.250000E+6, 1.405019E-1
5.254914E+6, 1.404634E-1
5.400000E+6, 1.390190E-1
5.500000E+6, 1.378927E-1
5.600000E+6, 1.385413E-1
5.625092E+6, 1.403096E-1
5.684092E+6, 1.460972E-1
5.700000E+6, 1.477040E-1
5.701813E+6, 1.481863E-1
5.800000E+6, 1.569920E-1
5.900000E+6, 1.657593E-1
6.000000E+6, 1.738092E-1
6.200000E+6, 1.898207E-1
6.400000E+6, 1.949885E-1
6.500000E+6, 1.909001E-1
6.515808E+6, 1.906445E-1
6.600000E+6, 1.938171E-1
6.631935E+6, 1.947522E-1
6.700000E+6, 2.213292E-1
6.744431E+6, 2.399380E-1
6.800000E+6, 2.501695E-1
6.900000E+6, 2.605943E-1
7.000000E+6, 2.589574E-1
7.100000E+6, 2.635723E-1
7.155000E+6, 2.660446E-1
7.200000E+6, 2.695144E-1
7.400000E+6, 2.814441E-1
7.600000E+6, 2.873469E-1
7.700000E+6, 2.886944E-1
7.705000E+6, 2.887601E-1
7.800000E+6, 2.897624E-1
8.000000E+6, 2.920403E-1
8.200000E+6, 2.994167E-1
8.256000E+6, 3.023191E-1
8.300000E+6, 3.045593E-1
8.400000E+6, 3.101289E-1
8.600000E+6, 3.214328E-1
8.800000E+6, 3.308748E-1
8.806000E+6, 3.310688E-1
8.900000E+6, 3.341369E-1
9.000000E+6, 3.363820E-1
9.200000E+6, 3.372953E-1
9.300000E+6, 3.358590E-1
9.356000E+6, 3.347069E-1
9.400000E+6, 3.337684E-1
9.500000E+6, 3.312212E-1
9.600000E+6, 3.287337E-1
9.800000E+6, 3.249993E-1
9.900000E+6, 3.243389E-1
9.907000E+6, 3.243702E-1
1.000000E+7, 3.248875E-1
1.010000E+7, 3.264672E-1
1.040000E+7, 3.318786E-1
1.045700E+7, 3.332631E-1
1.050000E+7, 3.342423E-1
1.060000E+7, 3.362108E-1
1.100000E+7, 3.419840E-1
1.100700E+7, 3.419825E-1
1.110000E+7, 3.418373E-1
1.120000E+7, 3.414204E-1
1.150000E+7, 3.411652E-1
1.155800E+7, 3.405209E-1
1.160000E+7, 3.400820E-1
1.170000E+7, 3.391382E-1
1.200000E+7, 3.394513E-1
1.210000E+7, 3.405898E-1
1.210800E+7, 3.406637E-1
1.220000E+7, 3.413908E-1
1.230000E+7, 3.438299E-1
1.250000E+7, 3.492427E-1
1.260000E+7, 3.519847E-1
1.265800E+7, 3.534316E-1
1.270000E+7, 3.544500E-1
1.280000E+7, 3.568882E-1
1.300000E+7, 3.592580E-1
1.320000E+7, 3.591325E-1
1.320900E+7, 3.590813E-1
1.330000E+7, 3.585428E-1
1.340000E+7, 3.579730E-1
1.350000E+7, 3.572719E-1
1.370000E+7, 3.554883E-1
1.375900E+7, 3.549681E-1
1.380000E+7, 3.546544E-1
1.390000E+7, 3.541201E-1
1.400000E+7, 3.535721E-1
1.430000E+7, 3.530636E-1
1.431000E+7, 3.530383E-1
1.440000E+7, 3.528798E-1
1.450000E+7, 3.525825E-1
1.480000E+7, 3.525378E-1
1.486000E+7, 3.525165E-1
1.490000E+7, 3.525084E-1
1.500000E+7, 3.524978E-1
1.540000E+7, 3.532650E-1
1.541000E+7, 3.532973E-1
1.550000E+7, 3.535360E-1
1.560000E+7, 3.538616E-1
1.590000E+7, 3.544701E-1
1.596100E+7, 3.545625E-1
1.600000E+7, 3.546435E-1
1.610000E+7, 3.546096E-1
1.650000E+7, 3.545047E-1
1.651100E+7, 3.545089E-1
1.660000E+7, 3.545225E-1
1.670000E+7, 3.543829E-1
1.700000E+7, 3.540652E-1
1.706100E+7, 3.539765E-1
1.710000E+7, 3.539161E-1
