# 92-U-235(n,thermal chi) ENDF/B-VII.1
1.700000000000000000e+07,2.047408595168871481e-12
1.720000000000000000e+07,1.727200305741677244e-12
1.740000000000000000e+07,1.456172588313317586e-12
1.760000000000000000e+07,1.227554204710039671e-12
1.780000000000000000e+07,1.034573916758091271e-12
1.800000000000000000e+07,8.718860101097727163e-13
1.820000000000000000e+07,7.345011513738980330e-13
1.840000000000000000e+07,6.186773405070776134e-13
1.860000000000000000e+07,5.210289584224351416e-13
1.880000000000000000e+07,4.387049574678643391e-13
1.900000000000000000e+07,3.693888614260288136e-13
1.920000000000000000e+07,3.107641940795920216e-13
1.940000000000000000e+07,2.615836220807574441e-13
1.960000000000000000e+07,2.200652406469588022e-13
1.980000000000000000e+07,1.851399069086559955e-13
2.000000000000000000e+07,1.557028399006579526e-13
2.020000000000000000e+07,1.309343634229840436e-13
2.040000000000000000e+07,1.100860774669563872e-13
2.060000000000000000e+07,9.255213440650233570e-14
2.080000000000000000e+07,7.779796280685197760e-14
2.100000000000000000e+07,6.537808647236369900e-14
2.120000000000000000e+07,5.493612444652420249e-14
2.140000000000000000e+07,4.616915291629717673e-14
2.160000000000000000e+07,3.877424806864634196e-14
2.180000000000000000e+07,3.257321942531503367e-14
2.200000000000000000e+07,2.737005746022094745e-14
2.220000000000000000e+07,2.298657169510743457e-14
2.240000000000000000e+07,1.929802879519484504e-14
2.260000000000000000e+07,1.620107828309432710e-14
2.280000000000000000e+07,1.359949730054728398e-14
2.300000000000000000e+07,1.141666394190335856e-14
2.320000000000000000e+07,9.581302015859897968e-15
2.340000000000000000e+07,8.041736283722468432e-15
2.360000000000000000e+07,6.748073411579213739e-15
2.380000000000000000e+07,5.661111494213668113e-15
2.400000000000000000e+07,4.748776245539636584e-15
2.420000000000000000e+07,3.984339093818622161e-15
2.440000000000000000e+07,3.341071467312127063e-15
2.460000000000000000e+07,2.802936222977053806e-15
2.480000000000000000e+07,2.350332408205171079e-15
2.500000000000000000e+07,1.970786689518513251e-15
2.520000000000000000e+07,1.652003923917372329e-15
2.540000000000000000e+07,1.384896397010658674e-15
2.560000000000000000e+07,1.160732775363797133e-15
2.580000000000000000e+07,9.727418208030347372e-16
2.600000000000000000e+07,8.152214380241589237e-16
2.620000000000000000e+07,6.830041031577270837e-16
2.640000000000000000e+07,5.721696256820928762e-16
2.660000000000000000e+07,4.793323865103799157e-16
2.680000000000000000e+07,4.014631475122252189e-16
2.700000000000000000e+07,3.362454324702924597e-16
2.720000000000000000e+07,2.815409556455019141e-16
2.740000000000000000e+07,2.355678122552870635e-16
2.760000000000000000e+07,1.972568594301079720e-16
2.780000000000000000e+07,1.650934781047832220e-16
2.800000000000000000e+07,1.381688968402039236e-16
2.820000000000000000e+07,1.156099822929124233e-16
2.840000000000000000e+07,9.672179159770786772e-17
2.860000000000000000e+07,8.089847712851764288e-17
2.880000000000000000e+07,6.765892459404878384e-17
2.900000000000000000e+07,5.657547684648535322e-17
2.920000000000000000e+07,4.730957197713972112e-17
2.940000000000000000e+07,3.955828617297558675e-17
2.960000000000000000e+07,3.305433371660797848e-17
2.980000000000000000e+07,2.763734317760591517e-17
3.000000000000000000e+07,2.309348598206142197e-17
3.020000000000000000e+07,0.000000000000000000e+00
