1.000000E-5, 1.933049E+5
2.530000E-2, 3.845241E+3
1.000000E+0, 6.128193E+2
9.400000E+0, 2.012169E+2
1.500000E+2, 5.169355E+1
2.500000E+2, 4.044227E+1
3.500000E+2, 3.445639E+1
4.500000E+2, 3.059932E+1
5.500000E+2, 2.784986E+1
6.500000E+2, 2.576279E+1
7.500000E+2, 2.410891E+1
8.500000E+2, 2.275660E+1
9.500000E+2, 2.162417E+1
1.000000E+3, 2.112290E+1
1.500000E+3, 1.758451E+1
2.500000E+3, 1.404385E+1
3.500000E+3, 1.216679E+1
4.500000E+3, 1.096203E+1
5.500000E+3, 1.010693E+1
6.500000E+3, 9.460842E+0
7.500000E+3, 8.951388E+0
8.500000E+3, 8.537011E+0
9.500000E+3, 8.191930E+0
1.500000E+4, 6.983105E+0
2.000000E+4, 6.376651E+0
2.400000E+4, 6.048486E+0
3.000000E+4, 5.702958E+0
4.500000E+4, 5.226984E+0
5.100000E+4, 5.118097E+0
5.500000E+4, 5.062783E+0
6.500000E+4, 4.962391E+0
7.500000E+4, 4.902954E+0
8.500000E+4, 4.871241E+0
9.500000E+4, 4.858930E+0
1.000000E+5, 4.858230E+0
1.200000E+5, 4.880174E+0
1.500000E+5, 4.951349E+0
1.700000E+5, 5.003124E+0
1.800000E+5, 5.026288E+0
1.900000E+5, 5.046258E+0
2.000000E+5, 5.062240E+0
2.100000E+5, 5.073659E+0
2.200000E+5, 5.080169E+0
2.300000E+5, 5.081650E+0
2.350000E+5, 5.080522E+0
2.400000E+5, 5.078181E+0
2.450000E+5, 5.074662E+0
2.500000E+5, 5.070009E+0
2.600000E+5, 5.057502E+0
2.700000E+5, 5.041113E+0
2.800000E+5, 5.021343E+0
3.000000E+5, 4.973774E+0
3.200000E+5, 4.919023E+0
3.250000E+5, 4.904560E+0
3.400000E+5, 4.861223E+0
3.500000E+5, 4.832287E+0
3.600000E+5, 4.804333E+0
3.750000E+5, 4.764620E+0
3.800000E+5, 4.751941E+0
4.000000E+5, 4.706558E+0
4.200000E+5, 4.668039E+0
4.250000E+5, 4.658714E+0
4.400000E+5, 4.631382E+0
4.500000E+5, 4.610443E+0
4.600000E+5, 4.586019E+0
4.750000E+5, 4.538863E+0
4.800000E+5, 4.520005E+0
5.000000E+5, 4.427998E+0
5.200000E+5, 4.314850E+0
5.400000E+5, 4.190957E+0
5.600000E+5, 4.065749E+0
5.700000E+5, 4.004455E+0
5.800000E+5, 3.944967E+0
6.000000E+5, 3.831117E+0
6.500000E+5, 3.578642E+0
7.000000E+5, 3.365213E+0
7.500000E+5, 3.181497E+0
7.907138E+5, 3.049190E+0
8.000000E+5, 3.020888E+0
