# 92-U-235(n,thermal chi) ENDF/B-VII.1
5.100000000000000000e+02,1.321697874603228510e-08
5.200000000000000000e+02,1.334139635913758623e-08
5.300000000000000000e+02,1.347059926505463003e-08
5.400000000000000000e+02,1.359980217097167218e-08
5.500000000000000000e+02,1.372421978407697166e-08
5.600000000000000000e+02,1.384863739718227114e-08
5.700000000000000000e+02,1.396826971747582960e-08
5.800000000000000000e+02,1.409268733058113073e-08
5.900000000000000000e+02,1.421231965087468920e-08
6.000000000000000000e+02,1.433195197116824766e-08
6.100000000000000000e+02,1.445158429146180612e-08
6.200000000000000000e+02,1.457121661175536128e-08
6.300000000000000000e+02,1.468606363923717707e-08
6.400000000000000000e+02,1.480091066671899286e-08
6.500000000000000000e+02,1.491575769420080866e-08
6.600000000000000000e+02,1.503060472168262611e-08
6.700000000000000000e+02,1.514545174916444025e-08
6.800000000000000000e+02,1.526029877664625769e-08
6.900000000000000000e+02,1.537036051131632917e-08
7.000000000000000000e+02,1.548042224598640394e-08
7.100000000000000000e+02,1.559048398065647541e-08
7.200000000000000000e+02,1.570054571532655019e-08
7.300000000000000000e+02,1.581060744999662497e-08
7.400000000000000000e+02,1.591588389185495377e-08
7.500000000000000000e+02,1.602594562652502855e-08
7.600000000000000000e+02,1.613122206838336066e-08
7.700000000000000000e+02,1.623649851024168946e-08
7.800000000000000000e+02,1.634177495210002157e-08
7.900000000000000000e+02,1.644705139395835368e-08
8.000000000000000000e+02,1.654754254300493981e-08
8.100000000000000000e+02,1.665281898486327192e-08
8.200000000000000000e+02,1.675331013390986136e-08
8.300000000000000000e+02,1.685858657576819016e-08
8.400000000000000000e+02,1.695907772481477960e-08
8.500000000000000000e+02,1.705956887386136904e-08
8.600000000000000000e+02,1.716006002290795848e-08
8.700000000000000000e+02,1.725576587914280194e-08
8.800000000000000000e+02,1.735625702818939138e-08
8.900000000000000000e+02,1.745674817723598082e-08
9.000000000000000000e+02,1.755245403347082760e-08
9.100000000000000000e+02,1.764815988970567437e-08
9.200000000000000000e+02,1.774865103875226381e-08
9.300000000000000000e+02,1.784435689498711058e-08
9.400000000000000000e+02,1.794006275122195735e-08
9.500000000000000000e+02,1.803576860745680081e-08
9.600000000000000000e+02,1.812668917087990491e-08
9.700000000000000000e+02,1.822239502711475168e-08
9.800000000000000000e+02,1.831810088334959845e-08
9.900000000000000000e+02,1.840902144677270255e-08
1.000000000000000000e+03,1.849994201019580665e-08
1.100000000000000000e+03,1.940436235161510500e-08
1.200000000000000000e+03,2.026571505772872262e-08
1.300000000000000000e+03,2.109357071416014157e-08
1.400000000000000000e+03,2.188792932090936844e-08
1.500000000000000000e+03,2.265836146359988197e-08
1.600000000000000000e+03,2.340008184941993948e-08
1.700000000000000000e+03,2.411787577118129026e-08
1.800000000000000000e+03,2.481652852169567036e-08
1.900000000000000000e+03,2.549604010096307978e-08
2.000000000000000000e+03,2.616119580179526120e-08
2.100000000000000000e+03,2.680242503856873258e-08
2.200000000000000000e+03,2.743408368971871862e-08
2.300000000000000000e+03,2.805138646243347996e-08
2.400000000000000000e+03,2.865433335671300998e-08
2.500000000000000000e+03,2.924292437255731199e-08
2.600000000000000000e+03,2.982194480277813198e-08
2.700000000000000000e+03,3.038660935456372726e-08
2.800000000000000000e+03,3.094648861353758319e-08
2.900000000000000000e+03,3.149201199407620118e-08
3.000000000000000000e+03,3.202796478899134045e-08
3.100000000000000000e+03,3.255913229109474036e-08
3.200000000000000000e+03,3.308072920757465492e-08
3.300000000000000000e+03,3.359275553843108416e-08
3.400000000000000000e+03,3.409521128366402805e-08
3.500000000000000000e+03,3.459288173608522596e-08
3.600000000000000000e+03,3.508098160288294515e-08
3.700000000000000000e+03,3.556429617686891837e-08
3.800000000000000000e+03,3.604282545804315222e-08
3.900000000000000000e+03,3.651178415359390073e-08
4.000000000000000000e+03,3.697595755633290327e-08
4.100000000000000000e+03,3.743534566626016645e-08
4.200000000000000000e+03,3.788516319056394428e-08
4.300000000000000000e+03,3.833498071486772212e-08
4.400000000000000000e+03,3.877522765354801462e-08
4.500000000000000000e+03,3.921547459222830712e-08
4.600000000000000000e+03,3.964615094528512089e-08
4.700000000000000000e+03,4.007204200553018207e-08
4.800000000000000000e+03,4.049793306577524987e-08
4.900000000000000000e+03,4.091425354039683233e-08
5.000000000000000000e+03,4.133057401501841479e-08
5.100000000000000000e+03,4.173732390401650530e-08
5.200000000000000000e+03,4.214407379301460903e-08
5.300000000000000000e+03,4.254603838920096018e-08
5.400000000000000000e+03,4.294800298538731794e-08
5.500000000000000000e+03,4.334039699595018374e-08
5.600000000000000000e+03,4.373279100651305616e-08
5.700000000000000000e+03,4.412039972426418261e-08
5.800000000000000000e+03,4.450322314920357631e-08
5.900000000000000000e+03,4.488604657414295677e-08
6.000000000000000000e+03,4.526408470627059788e-08
6.100000000000000000e+03,4.563733754558649962e-08
6.200000000000000000e+03,4.600580509209065539e-08
6.300000000000000000e+03,4.637427263859481777e-08
6.400000000000000000e+03,4.674274018509898015e-08
6.500000000000000000e+03,4.710642243879139656e-08
6.600000000000000000e+03,4.746531939967206698e-08
6.700000000000000000e+03,4.781943106774099805e-08
6.800000000000000000e+03,4.818789861424516043e-08
6.900000000000000000e+03,4.852286911106711420e-08
7.000000000000000000e+03,4.885783960788908121e-08
7.100000000000000000e+03,4.924066303282846829e-08
7.200000000000000000e+03,4.957563352965042868e-08
7.300000000000000000e+03,4.991060402647239569e-08
7.400000000000000000e+03,5.024557452329434946e-08
7.500000000000000000e+03,5.058054502011631647e-08
7.600000000000000000e+03,5.091551551693828347e-08
7.700000000000000000e+03,5.125048601376023724e-08
7.800000000000000000e+03,5.158545651058220425e-08
7.900000000000000000e+03,5.192042700740416464e-08
8.000000000000000000e+03,5.225539750422613164e-08
8.100000000000000000e+03,5.254251507293066534e-08
8.200000000000000000e+03,5.287748556975263234e-08
8.300000000000000000e+03,5.321245606657458612e-08
8.400000000000000000e+03,5.349957363527913304e-08
8.500000000000000000e+03,5.383454413210108682e-08
8.600000000000000000e+03,5.416951462892305382e-08
8.700000000000000000e+03,5.445663219762758752e-08
8.800000000000000000e+03,5.479160269444955452e-08
8.900000000000000000e+03,5.507872026315409483e-08
9.000000000000000000e+03,5.541369075997605522e-08
9.100000000000000000e+03,5.570080832868060215e-08
9.200000000000000000e+03,5.598792589738513585e-08
9.300000000000000000e+03,5.632289639420710285e-08
9.400000000000000000e+03,5.661001396291164316e-08
9.500000000000000000e+03,5.689713153161617686e-08
9.600000000000000000e+03,5.718424910032072379e-08
9.700000000000000000e+03,5.747136666902525748e-08
9.800000000000000000e+03,5.780633716584722449e-08
9.900000000000000000e+03,5.809345473455175818e-08
1.000000000000000000e+04,5.838057230325629188e-08
1.100000000000000000e+04,6.120389506218426169e-08
1.200000000000000000e+04,6.393151196487739134e-08
1.300000000000000000e+04,6.651557008321823430e-08
1.400000000000000000e+04,6.900392234532423710e-08
1.500000000000000000e+04,7.139656875119541298e-08
1.600000000000000000e+04,7.374136222894914232e-08
1.700000000000000000e+04,7.594259692235061143e-08
1.800000000000000000e+04,7.814383161575206730e-08
1.900000000000000000e+04,8.024936045291869626e-08
2.000000000000000000e+04,8.230703636196789190e-08
2.100000000000000000e+04,8.436471227101708754e-08
2.200000000000000000e+04,8.627882939571400972e-08
2.300000000000000000e+04,8.824079944852836521e-08
2.400000000000000000e+04,9.010706364510786731e-08
2.500000000000000000e+04,9.192547491356994934e-08
2.600000000000000000e+04,9.369603325391462452e-08
2.700000000000000000e+04,9.546659159425926000e-08
2.800000000000000000e+04,9.718929700648650187e-08
2.900000000000000000e+04,9.891200241871373051e-08
3.000000000000000000e+04,1.005390019747061322e-07
3.100000000000000000e+04,1.022138544588159408e-07
3.200000000000000000e+04,1.037930010866909092e-07
3.300000000000000000e+04,1.053721477145658776e-07
3.400000000000000000e+04,1.069512943424408460e-07
3.500000000000000000e+04,1.084825880421983811e-07
3.600000000000000000e+04,1.099660288138385094e-07
3.700000000000000000e+04,1.114494695854786111e-07
3.800000000000000000e+04,1.129329103571187394e-07
3.900000000000000000e+04,1.143684982006414476e-07
4.000000000000000000e+04,1.158040860441641293e-07
4.100000000000000000e+04,1.171918209595693909e-07
4.200000000000000000e+04,1.185795558749746790e-07
4.300000000000000000e+04,1.199672907903799406e-07
4.400000000000000000e+04,1.213071727776677822e-07
4.500000000000000000e+04,1.226470547649556502e-07
4.600000000000000000e+04,1.239390838241260717e-07
4.700000000000000000e+04,1.252789658114139397e-07
4.800000000000000000e+04,1.265231419424669411e-07
4.900000000000000000e+04,1.278151710016373626e-07
5.000000000000000000e+04,1.290593471326903640e-07
5.100000000000000000e+04,1.303035232637433654e-07
5.200000000000000000e+04,1.315476993947963668e-07
5.300000000000000000e+04,1.327918755258493682e-07
5.400000000000000000e+04,1.339881987287849495e-07
5.500000000000000000e+04,1.351845219317205044e-07
5.600000000000000000e+04,1.363808451346561122e-07
5.700000000000000000e+04,1.375293154094742470e-07
5.800000000000000000e+04,1.386777856842924082e-07
5.900000000000000000e+04,1.398262559591105695e-07
6.000000000000000000e+04,1.409747262339287307e-07
6.100000000000000000e+04,1.421231965087468920e-07
6.200000000000000000e+04,1.432238138554476331e-07
6.300000000000000000e+04,1.443244312021483478e-07
6.400000000000000000e+04,1.454250485488490890e-07
6.500000000000000000e+04,1.465256658955498302e-07
6.600000000000000000e+04,1.475784303141331248e-07
6.700000000000000000e+04,1.486790476608338660e-07
6.800000000000000000e+04,1.497318120794171606e-07
6.900000000000000000e+04,1.507845764980004817e-07
7.000000000000000000e+04,1.518373409165838028e-07
7.100000000000000000e+04,1.528422524070496773e-07
7.200000000000000000e+04,1.538950168256329984e-07
7.300000000000000000e+04,1.548999283160988730e-07
7.400000000000000000e+04,1.559048398065647740e-07
7.500000000000000000e+04,1.569097512970306485e-07
7.600000000000000000e+04,1.579146627874965496e-07
7.700000000000000000e+04,1.588717213498450040e-07
7.800000000000000000e+04,1.598766328403108786e-07
7.900000000000000000e+04,1.608336914026593595e-07
8.000000000000000000e+04,1.617907499650078140e-07
8.100000000000000000e+04,1.627478085273562685e-07
8.200000000000000000e+04,1.637048670897047494e-07
8.300000000000000000e+04,1.646619256520532039e-07
8.400000000000000000e+04,1.655711312862842383e-07
8.500000000000000000e+04,1.665281898486327192e-07
8.600000000000000000e+04,1.674373954828637536e-07
8.700000000000000000e+04,1.683466011170947880e-07
8.800000000000000000e+04,1.692558067513258489e-07
8.900000000000000000e+04,1.701650123855568833e-07
9.000000000000000000e+04,1.710742180197879177e-07
9.100000000000000000e+04,1.719834236540189521e-07
9.200000000000000000e+04,1.728447763601325928e-07
9.300000000000000000e+04,1.737061290662462072e-07
9.400000000000000000e+04,1.746153347004772416e-07
9.500000000000000000e+04,1.754766874065908559e-07
9.600000000000000000e+04,1.763380401127044702e-07
9.700000000000000000e+04,1.771993928188180845e-07
9.800000000000000000e+04,1.780607455249316988e-07
9.900000000000000000e+04,1.788742453029278931e-07
1.000000000000000000e+05,1.797355980090415074e-07
1.100000000000000000e+05,1.878705957890034498e-07
1.200000000000000000e+05,1.955749172159086115e-07
1.300000000000000000e+05,2.028485622897569132e-07
1.400000000000000000e+05,2.097872368667832743e-07
1.500000000000000000e+05,2.163909409469876948e-07
1.600000000000000000e+05,2.226596745303701219e-07
1.700000000000000000e+05,2.286891434731654486e-07
1.800000000000000000e+05,2.344314948472562284e-07
1.900000000000000000e+05,2.399345815807598813e-07
2.000000000000000000e+05,2.451984036736764603e-07
2.100000000000000000e+05,2.502708140541233061e-07
2.200000000000000000e+05,2.551518127221004715e-07
2.300000000000000000e+05,2.598413996776079567e-07
2.400000000000000000e+05,2.643395749206457615e-07
2.500000000000000000e+05,2.686941913793312267e-07
2.600000000000000000e+05,2.728573961255470116e-07
2.700000000000000000e+05,2.768770420874106157e-07
2.800000000000000000e+05,2.807531292649218801e-07
2.900000000000000000e+05,2.844378047299634642e-07
3.000000000000000000e+05,2.880267743387702082e-07
3.100000000000000000e+05,2.914721851632246655e-07
3.200000000000000000e+05,2.948218901314442826e-07
3.300000000000000000e+05,2.980280363153116660e-07
3.400000000000000000e+05,3.010906237148267097e-07
3.500000000000000000e+05,3.040096523299895726e-07
3.600000000000000000e+05,3.068808280170349360e-07
3.700000000000000000e+05,3.096084449197280656e-07
3.800000000000000000e+05,3.122403559661863551e-07
3.900000000000000000e+05,3.147287082282923579e-07
4.000000000000000000e+05,3.171692075622809671e-07
4.100000000000000000e+05,3.194661481119172367e-07
4.200000000000000000e+05,3.217152357334361127e-07
4.300000000000000000e+05,3.238207645706027548e-07
4.400000000000000000e+05,3.258305875515345039e-07
4.500000000000000000e+05,3.276968517481140193e-07
4.600000000000000000e+05,3.294674100884586945e-07
4.700000000000000000e+05,3.311422625725684765e-07
4.800000000000000000e+05,3.326735562723260249e-07
4.900000000000000000e+05,3.341569970439661267e-07
5.000000000000000000e+05,3.355925848874888878e-07
5.100000000000000000e+05,3.368846139466593093e-07
5.200000000000000000e+05,3.381287900777122842e-07
5.300000000000000000e+05,3.393251132806478655e-07
5.400000000000000000e+05,3.404257306273486067e-07
5.500000000000000000e+05,3.414306421178145077e-07
5.600000000000000000e+05,3.423398477520455156e-07
5.700000000000000000e+05,3.431533475300417363e-07
5.800000000000000000e+05,3.439189943799205105e-07
5.900000000000000000e+05,3.445889353735644445e-07
6.000000000000000000e+05,3.452110234390909320e-07
6.100000000000000000e+05,3.457852585764999729e-07
6.200000000000000000e+05,3.462637878576742266e-07
6.300000000000000000e+05,3.467423171388484803e-07
6.400000000000000000e+05,3.471729934919052875e-07
6.500000000000000000e+05,3.475558169168447010e-07
6.600000000000000000e+05,3.478907874136666680e-07
6.700000000000000000e+05,3.481779049823711885e-07
6.800000000000000000e+05,3.484171696229582624e-07
6.900000000000000000e+05,3.486564342635453893e-07
7.000000000000000000e+05,3.487999930478976760e-07
7.100000000000000000e+05,3.489435518322499097e-07
7.200000000000000000e+05,3.490392576884848028e-07
7.300000000000000000e+05,3.490871106166021964e-07
7.400000000000000000e+05,3.490871106166021964e-07
7.500000000000000000e+05,3.490871106166021964e-07
7.600000000000000000e+05,3.490392576884848028e-07
7.700000000000000000e+05,3.489435518322499097e-07
7.800000000000000000e+05,3.488478459760150696e-07
7.900000000000000000e+05,3.487042871916628358e-07
8.000000000000000000e+05,3.485607284073105491e-07
8.100000000000000000e+05,3.483693166948408688e-07
8.200000000000000000e+05,3.481779049823711885e-07
8.300000000000000000e+05,3.479386403417840087e-07
8.400000000000000000e+05,3.476515227730794882e-07
8.500000000000000000e+05,3.473644052043749678e-07
8.600000000000000000e+05,3.470772876356704473e-07
8.700000000000000000e+05,3.467423171388484803e-07
8.800000000000000000e+05,3.464073466420265133e-07
8.900000000000000000e+05,3.460245232170870998e-07
9.000000000000000000e+05,3.456416997921477391e-07
9.100000000000000000e+05,3.452588763672083256e-07
9.200000000000000000e+05,3.448282000141515184e-07
9.300000000000000000e+05,3.443975236610947642e-07
9.400000000000000000e+05,3.439189943799205105e-07
9.500000000000000000e+05,3.434404650987462568e-07
9.600000000000000000e+05,3.429619358175720031e-07
9.700000000000000000e+05,3.424834065363978023e-07
9.800000000000000000e+05,3.419570243271061021e-07
9.900000000000000000e+05,3.413827891896970612e-07
1.000000000000000000e+06,3.408564069804054138e-07
1.100000000000000000e+06,3.344441146126707001e-07
1.200000000000000000e+06,3.266919402576481183e-07
1.300000000000000000e+06,3.181741190527468152e-07
1.400000000000000000e+06,3.089863568542015782e-07
1.500000000000000000e+06,2.992722124463646409e-07
1.600000000000000000e+06,2.890795387573535558e-07
1.700000000000000000e+06,2.785040416434029512e-07
1.800000000000000000e+06,2.675935740326304855e-07
1.900000000000000000e+06,2.564916947093883395e-07
2.000000000000000000e+06,2.452462566017939068e-07
2.100000000000000000e+06,2.339051126379645811e-07
2.200000000000000000e+06,2.226596745303701219e-07
2.300000000000000000e+06,2.115099422790105294e-07
2.400000000000000000e+06,2.005516217401206171e-07
2.500000000000000000e+06,1.898804187699352518e-07
2.600000000000000000e+06,1.794963333684544070e-07
2.700000000000000000e+06,1.694472184637955292e-07
2.800000000000000000e+06,1.597809269840760384e-07
2.900000000000000000e+06,1.505453118574133548e-07
3.000000000000000000e+06,1.416925201556900848e-07
3.100000000000000000e+06,1.332704048070235954e-07
3.200000000000000000e+06,1.252311128832964932e-07
3.300000000000000000e+06,1.176224973126262113e-07
3.400000000000000000e+06,1.104445580950127366e-07
3.500000000000000000e+06,1.036494423023386357e-07
3.600000000000000000e+06,9.723714993460393519e-08
3.700000000000000000e+06,9.115982806369118841e-08
3.800000000000000000e+06,8.546532961771782872e-08
3.900000000000000000e+06,8.010580166856642279e-08
4.000000000000000000e+06,7.508124421623699711e-08
4.100000000000000000e+06,7.034380433261209189e-08
4.200000000000000000e+06,6.589348201769173360e-08
4.300000000000000000e+06,6.168242434335850216e-08
4.400000000000000000e+06,5.775848423772979118e-08
4.500000000000000000e+06,5.407380877268820705e-08
4.600000000000000000e+06,5.058054502011631647e-08
4.700000000000000000e+06,4.735047237219024954e-08
4.800000000000000000e+06,4.429745555829865145e-08
4.900000000000000000e+06,4.143106516406500092e-08
5.000000000000000000e+06,3.874651589667755860e-08
5.100000000000000000e+06,3.622466658488935380e-08
5.200000000000000000e+06,3.385594664307690781e-08
5.300000000000000000e+06,3.164035607124022062e-08
5.400000000000000000e+06,2.955875369813230832e-08
5.500000000000000000e+06,2.760635423094144148e-08
5.600000000000000000e+06,2.577837237685587742e-08
5.700000000000000000e+06,2.406045225744038153e-08
5.800000000000000000e+06,2.245259387269496372e-08
5.900000000000000000e+06,2.094522663699613205e-08
6.000000000000000000e+06,1.953835055034388981e-08
6.100000000000000000e+06,1.821760973430300901e-08
6.200000000000000000e+06,1.697821889606175028e-08
6.300000000000000000e+06,1.582017803562011031e-08
6.400000000000000000e+06,1.473870186016634478e-08
6.500000000000000000e+06,1.372900507688871433e-08
6.600000000000000000e+06,1.278151710016373527e-08
6.700000000000000000e+06,1.189623792999140760e-08
6.800000000000000000e+06,1.106838227355998535e-08
6.900000000000000000e+06,1.029795013086947183e-08
7.000000000000000000e+06,9.580156209108122701e-09
7.100000000000000000e+06,8.910215215464198615e-09
7.200000000000000000e+06,8.283341857125955245e-09
7.300000000000000000e+06,7.699536134093392591e-09
7.400000000000000000e+06,7.154012753554767983e-09
7.500000000000000000e+06,6.646771715510081422e-09
7.600000000000000000e+06,6.177813019959333735e-09
7.700000000000000000e+06,5.737566081279041237e-09
7.800000000000000000e+06,5.326030899469201446e-09
7.900000000000000000e+06,4.947992767341558687e-09
8.000000000000000000e+06,4.592924040710277764e-09
8.100000000000000000e+06,4.263695895262406593e-09
8.200000000000000000e+06,3.957437155310898085e-09
8.300000000000000000e+06,3.673190762293404450e-09
8.400000000000000000e+06,3.409042599085228455e-09
8.500000000000000000e+06,3.163078548561672867e-09
8.600000000000000000e+06,2.934820081441564410e-09
8.700000000000000000e+06,2.723310139162554056e-09
8.800000000000000000e+06,2.526156075318770470e-09
8.900000000000000000e+06,2.343357889910213651e-09
9.000000000000000000e+06,2.173958524374535396e-09
9.100000000000000000e+06,2.016522390868213401e-09
9.200000000000000000e+06,1.870092430828898223e-09
9.300000000000000000e+06,1.734668644256590894e-09
9.400000000000000000e+06,1.608815443307767870e-09
9.500000000000000000e+06,1.491575769420080949e-09
9.600000000000000000e+06,1.383428151874704437e-09
9.700000000000000000e+06,1.282458473546941722e-09
9.800000000000000000e+06,1.189145263717966493e-09
9.900000000000000000e+06,1.102531463825430340e-09
1.000000000000000000e+07,1.022138544588159367e-09
1.020000000000000000e+07,8.781012309547155226e-10
1.040000000000000000e+07,7.546406764117637303e-10
1.060000000000000000e+07,6.479286467099100401e-10
1.080000000000000000e+07,5.570080832868060422e-10
1.100000000000000000e+07,4.783378694617623102e-10
1.120000000000000000e+07,4.104824173912561777e-10
1.140000000000000000e+07,3.522932568004695529e-10
1.160000000000000000e+07,3.022869469177622972e-10
1.180000000000000000e+07,2.594107233245511598e-10
1.200000000000000000e+07,2.226118216022526832e-10
1.220000000000000000e+07,1.907896244041662736e-10
1.240000000000000000e+07,1.635134553772350691e-10
1.260000000000000000e+07,1.401133735278151311e-10
1.280000000000000000e+07,1.201108495747322288e-10
1.300000000000000000e+07,1.029316483805772776e-10
1.320000000000000000e+07,8.809724066417609847e-11
1.340000000000000000e+07,7.546406764117637820e-11
1.360000000000000000e+07,6.460145295852130654e-11
1.380000000000000000e+07,5.527013197562378750e-11
1.400000000000000000e+07,4.733611649375502432e-11
1.420000000000000000e+07,4.047879189452828033e-11
1.440000000000000000e+07,3.461680820014394070e-11
1.460000000000000000e+07,2.959703604062624694e-11
1.480000000000000000e+07,2.530941368130512868e-11
1.500000000000000000e+07,2.164387938751050910e-11
1.520000000000000000e+07,1.848558613176057903e-11
1.540000000000000000e+07,1.579146627874965357e-11
1.560000000000000000e+07,1.348974043630159874e-11
1.580000000000000000e+07,1.152298509067550512e-11
1.600000000000000000e+07,9.843347313753950596e-12
1.620000000000000000e+07,8.398188884607771013e-12
1.640000000000000000e+07,7.168368631989994945e-12
1.660000000000000000e+07,6.115604213406683576e-12
1.680000000000000000e+07,5.220754457610870326e-12
1.700000000000000000e+07,4.454629078450924657e-12
1.720000000000000000e+07,3.798086904679879180e-12
1.740000000000000000e+07,3.238207645706027537e-12
1.760000000000000000e+07,2.760635423094144388e-12
