92-U-238(n,total) ENDF/B-VII.1
2547.2,125.174
2547.43,178.494
2547.86,300.789
2548.16,383.368
2548.44,433.071
2548.66,446.957
2548.88,435.296
2549.19,382.062
2549.91,203.213
2550.18,152.034
2550.41,117.47
2550.64,92.6109
2550.86,74.7794
2551.09,62.2105
2551.37,51.2789
2551.68,42.9166
2552.05,35.9359
2552.49,30.0863
2553.12,24.4283
2553.91,19.4844
2554.9,14.9655
2556.91,7.57731
2557.21,6.75425
2557.41,6.54815
2557.55,6.74067
2557.69,7.36836
2557.8,8.40377
2557.9,9.73323
2558.01,11.8906
2558.12,14.9268
2558.22,18.8717
2558.33,24.4584
2558.45,31.7682
2558.58,42.6266
2558.73,58.8164
2558.93,84.4315
2559.25,137.199
2559.6,192.261
2559.84,218.676
2560.07,228.336
2560.29,221.865
2560.51,201.707
2561.23,104.839
2561.47,79.4879
2561.67,63.5832
2561.89,51.2128
2562.08,43.5149
2562.31,36.9327
2562.61,31.6979
2563.0,27.533
2563.46,24.2998
2564.19,20.9725
2565.2,18.0735
2566.63,15.3912
2568.92,12.4797
2574.87,6.49857
2576.11,5.4395
2576.64,4.6261
2577.66,2.68199
2577.98,2.19367
2578.21,1.96819
2578.37,1.89751
2578.51,1.9412
2578.63,2.09627
2578.73,2.34387
2578.84,2.76643
2578.93,3.26945
2579.02,4.05996
2579.12,5.17552
2579.22,6.6724
2579.31,8.43687
2579.4,10.8629
2579.5,14.139
2579.6,18.6446
2579.71,24.4053
2579.83,32.7837
2579.95,43.8772
2580.1,60.6562
2580.26,83.6273
2580.45,117.299
2580.76,185.915
2581.15,269.712
2581.41,308.71
2581.65,321.369
2581.87,312.084
2582.11,280.885
2582.85,144.33
2583.1,107.661
2583.32,83.6959
2583.53,66.9357
2583.71,56.0977
2583.9,48.1312
2584.15,40.6312
2584.46,34.4049
2584.77,30.1765
2585.24,25.7838
2585.92,21.5027
2586.88,17.5887
2588.05,14.1962
2589.97,10.0039
2593.49,2.91189
2593.86,2.28845
2594.11,1.98094
2594.32,1.8389
2594.4,1.83008
2594.56,1.90397
2594.67,2.06337
2594.79,2.34194
2594.91,2.80452
2595.03,3.46546
2595.14,4.33771
2595.25,5.52014
2595.36,7.1075
2595.47,9.25809
2595.58,11.8768
2595.69,15.7215
2595.8,20.506
2595.93,27.3737
2596.05,36.5014
2596.19,48.6158
2596.33,65.7176
2596.47,87.3445
2596.64,118.147
2596.84,165.935
2597.15,253.46
2597.6,385.444
2597.88,444.804
2598.11,465.146
2598.15,465.907
2598.35,457.625
2598.61,421.346
2599.08,312.076
2599.47,222.3
2599.76,170.493
2600.01,136.893
2600.29,110.716
2600.57,92.1682
2600.9,77.7525
2601.28,66.4747
2601.71,57.633
2602.38,48.7716
2603.13,42.3995
2604.02,37.4051
2605.77,31.5007
2607.03,29.5435
2608.2,27.0112
2609.41,24.5798
2610.53,23.6661
2611.34,24.5044
2611.97,25.2916
2612.57,24.3522
2613.49,21.4097
2613.82,20.7594
2617.68,17.0233
2618.17,16.5629
2618.5,16.8672
2618.78,18.2486
2619.01,20.7908
2619.2,24.1476
2619.44,29.8777
2619.87,44.1973
2620.22,54.6465
2620.48,58.6673
2620.58,59.0563
2620.79,57.6214
2621.06,52.2461
2621.7,34.8458
2621.98,29.2014
2622.23,25.7194
2622.51,23.3168
2622.88,21.6037
2623.62,20.1704
2625.51,18.7137
2630.66,16.9516
2631.01,16.906
2631.7,17.1489
2633.1,19.5314
2633.17,19.5446
2633.67,18.9288
2634.64,16.6662
2635.36,16.1938
2636.55,17.0966
2637.24,17.4757
2638.11,16.7695
2638.93,15.7321
2640.02,15.1842
2646.34,14.28
2647.5,14.4033
2651.13,13.5487
2653.12,13.2827
2654.54,13.4845
2657.03,12.598
2657.7,12.9616
2658.15,13.8352
2658.96,15.9603
2659.19,16.1274
2659.62,15.5137
2660.56,12.7215
2661.19,11.9169
2665.77,9.42651
2667.29,8.15616
2668.38,6.81377
2669.66,4.7114
2669.88,4.56493
2670.03,4.68037
2670.15,5.00403
2670.27,5.63866
2670.38,6.6268
2670.48,7.88176
2670.59,9.87702
2670.7,12.6506
2670.81,16.4689
2670.92,21.4951
2671.05,28.8653
2671.18,38.9756
2671.34,54.2116
2671.51,74.6413
2671.79,114.965
2672.23,181.721
2672.48,208.091
2672.71,217.987
2672.92,213.027
2673.15,195.037
2673.57,142.569
2673.91,100.357
2674.16,76.6808
2674.36,61.845
2674.58,50.3603
2674.81,41.9026
2675.05,36.3357
2675.34,31.8863
2675.75,28.1824
2676.36,24.9432
2677.27,22.1395
2678.79,19.5772
2680.92,17.7065
2681.38,17.5687
2682.13,17.9816
2682.93,18.6699
2683.6,17.9583
2684.67,16.1218
2686.09,15.4381
2686.57,15.3775
2687.96,15.7561
2688.98,15.1166
2690.46,14.2054
2692.69,13.4521
2694.63,12.4704
2695.02,12.9325
2695.25,13.8933
2695.47,15.7267
2695.68,18.4027
2695.94,23.087
2696.61,38.2291
2696.89,42.0563
2697.05,42.6706
2697.26,41.6891
2697.53,37.9215
2698.18,25.2118
2698.47,21.0727
2698.77,18.2783
2699.12,16.5372
2699.67,15.3874
2700.84,14.5893
2701.11,14.5461
2702.2,15.1554
2702.69,15.3953
2703.44,14.7266
2704.37,13.567
2710.29,11.5893
2712.31,10.4891
2713.58,9.36115
2714.99,7.40537
2715.15,7.31916
2715.32,7.46463
2715.49,8.03775
2715.63,9.04061
2715.75,10.3375
2715.86,12.2139
2715.99,15.1969
2716.11,18.8907
2716.24,24.606
2716.38,32.0021
2716.55,43.4484
2716.78,63.1219
2717.33,116.998
2717.58,133.577
2717.8,139.603
2717.83,139.702
2718.05,135.574
2718.33,119.242
2718.98,67.2186
2719.22,52.1479
2719.42,42.8703
2719.61,36.6762
2719.83,31.9207
2720.04,28.941
2720.37,26.4374
2721.89,20.1415
2722.46,18.6026
2723.46,17.3487
2725.78,16.0157
2731.0,14.6543
2732.34,14.6488
2733.48,15.0459
2735.63,14.2181
2738.57,13.6154
2746.01,12.4653
2748.18,11.5663
2748.83,11.2479
2749.12,11.4471
2749.41,12.3559
2749.63,13.9965
2749.85,16.6495
2750.07,20.5864
2750.34,27.4194
2750.89,42.7012
2751.16,47.5649
2751.35,48.6161
2751.58,47.28
2751.9,41.4678
2752.48,27.7891
2752.75,22.9257
2752.99,19.7844
2753.28,17.5303
2753.67,15.9835
2754.36,14.9088
2756.5,13.8316
2760.68,12.5856
2761.16,12.9019
2761.52,14.0609
2761.8,15.8675
2762.11,19.0369
2762.74,26.6279
2763.05,28.5719
2763.16,28.7092
2763.43,27.8416
2763.83,24.1783
2764.35,18.9273
2764.68,16.6602
2765.0,15.3864
2765.41,14.844
2765.5,14.8434
2765.98,15.4505
2766.9,17.7159
2767.09,17.8451
2767.54,17.206
2768.5,14.2996
2769.03,13.5424
2770.18,13.1828
2773.49,12.9898
2775.22,14.0386
2776.09,13.4236
2777.16,12.7135
2777.4,12.6914
2778.56,13.1854
2779.24,13.4846
2780.54,12.6406
2782.32,12.1754
2785.57,11.5539
2785.95,11.7735
2786.2,12.2964
2786.5,13.6607
2786.8,16.0298
2787.27,21.4452
2787.66,25.6591
2787.96,27.2528
2788.03,27.3204
2788.28,26.6069
2788.67,23.3056
2789.23,17.7922
2789.58,15.4713
2789.87,14.3098
2790.28,13.4889
2791.37,12.8654
2797.45,12.152
2798.24,12.4134
2798.83,13.4041
2799.75,15.9286
2800.0,16.1281
2800.4,15.6177
2801.31,12.8872
2801.82,12.0728
2802.91,11.6433
2804.79,11.4162
2805.2,11.833
2805.5,12.6752
2805.8,14.1047
2806.65,19.8448
2806.99,20.7699
2807.01,20.7757
2807.36,20.0039
2808.28,14.7253
2808.72,13.1864
2809.16,12.5158
2809.75,12.2833
2810.38,12.6749
2811.6,15.0765
2811.78,15.1632
2812.19,14.734
2813.0,12.7554
2813.29,12.2404
2814.07,11.6704
2814.84,11.5941
2816.1,12.1143
2816.81,12.4444
2817.88,11.7759
2818.56,11.3779
2821.19,11.121
2822.61,11.3035
2823.7,11.148
2825.18,11.4845
2826.11,11.0344
2827.27,10.1483
2827.46,10.117
2827.75,10.2815
2828.04,10.9134
2828.33,12.3404
2828.57,14.3504
2828.89,18.271
2829.45,25.9312
2829.75,28.3865
2829.91,28.7178
2830.18,27.729
2830.51,24.4694
2831.07,17.685
2831.36,15.2461
2831.66,13.538
2832.07,12.3686
2832.71,11.6977
2834.77,11.1017
2844.37,9.97501
2845.49,10.1398
2846.57,10.5997
2847.5,10.0892
2848.35,9.55352
2854.94,8.23758
2858.12,7.22051
2859.99,6.2865
2861.31,5.30947
2862.36,4.21061
2862.85,3.6853
2863.07,3.59374
2863.22,3.68597
2863.38,4.01737
2863.5,4.55106
2863.61,5.2986
2863.72,6.39589
2863.83,7.94312
2863.94,10.0538
2864.05,12.9443
2864.17,17.0601
2864.29,22.3649
2864.44,30.3438
2864.6,41.8853
2864.8,59.5179
2865.45,127.23
2865.72,146.277
2865.95,152.489
2865.98,152.514
2866.19,147.806
2866.44,132.556
2867.16,67.9332
2867.38,52.3683
2867.57,41.6893
2867.75,34.0168
2867.94,28.3846
2868.15,23.688
2868.41,20.1548
2868.7,17.6509
2869.05,15.8106
2869.56,14.0504
2870.39,12.2429
2871.63,10.4393
2875.77,6.17144
2876.47,5.62276
2877.28,5.47032
2877.79,5.28145
2878.18,4.7564
2878.65,3.68382
2879.12,2.52851
2879.34,2.12939
2879.52,1.88703
2879.7,1.7689
2879.75,1.76445
2879.87,1.81593
2879.97,1.93452
2880.08,2.17936
2880.2,2.57206
2880.31,3.15688
2880.41,3.8859
2880.5,4.80868
2880.61,6.17052
2880.72,8.07404
2880.83,10.4819
2880.94,13.7658
2881.05,18.0118
2881.17,23.8273
2881.3,31.8621
2881.44,42.7812
2881.59,58.6879
2881.76,80.7824
2881.96,114.246
2882.22,167.657
2882.79,296.512
2883.06,340.911
2883.32,360.077
2883.39,360.851
2883.63,349.438
2883.91,312.519
2884.68,171.501
2884.97,130.487
2885.21,104.354
2885.48,83.7073
2885.71,71.0362
2885.99,60.5166
2886.34,51.4646
2886.78,43.9421
2887.32,38.1294
2888.12,32.6019
2889.24,27.8808
2890.53,24.5096
2892.14,21.764
2895.57,17.9361
2895.62,17.9294
2896.01,18.3223
2896.3,19.4689
2896.6,21.8118
2897.03,27.175
2897.53,33.5072
2897.85,35.3517
2897.92,35.4052
2898.23,34.1516
2898.8,28.0571
2899.21,23.8668
2899.61,21.2834
2900.18,19.548
2901.54,18.0047
2902.96,17.0228
2907.12,15.8759
2914.9,14.5198
2917.08,14.5077
2917.64,15.229
2918.76,18.1518
2918.99,18.3064
2919.42,17.7101
2920.4,14.8384
2920.94,14.1055
2921.34,14.0085
2921.95,14.4833
2923.16,16.7407
2923.31,16.7982
2923.93,16.0885
2924.38,15.4275
2924.59,15.3789
2925.08,16.1273
2925.78,17.7713
2925.95,17.8645
2926.33,17.3695
2927.24,14.375
2927.82,13.2611
2928.4,12.8522
2931.59,11.6993
2932.03,12.025
2932.28,12.8375
2932.54,14.5017
2932.75,16.8705
2932.99,20.7002
2933.31,27.6155
2933.79,38.6716
2934.08,42.8409
2934.26,43.614
2934.49,42.489
2934.78,38.4475
2935.42,25.9091
2935.71,21.4679
2935.97,18.8691
2936.23,17.2009
2936.66,15.7263
2937.39,14.8199
2939.87,13.8785
2943.83,13.3291
2944.71,13.6481
2945.95,14.6789
2945.95,14.679
2946.7,14.1004
2947.79,13.0236
2952.56,12.3501
2954.13,12.6577
2955.22,12.1764
2955.63,12.5428
2955.89,13.5309
2956.15,15.3417
2956.44,18.5545
2957.15,28.5955
2957.46,31.1623
2957.61,31.4659
2957.89,30.3979
2958.24,26.7785
2958.79,20.1265
2959.15,16.9795
2959.48,15.3068
2959.91,14.2079
2960.86,13.4547
2965.97,12.5268
2966.62,12.8096
2967.28,13.9115
2968.05,15.3744
2968.24,15.4531
2968.73,14.9756
2969.55,13.4125
2970.3,12.7232
2974.94,12.1928
2986.6,11.4608
2987.15,11.5587
2987.69,12.0786
2988.26,13.5158
2988.97,15.7142
2989.25,15.986
2989.68,15.3729
2990.68,12.127
2991.21,11.2898
2992.33,10.8713
2996.9,9.98306
2999.35,8.95311
3000.57,7.96222
3001.38,7.17983
3001.51,7.16961
3001.71,7.38506
3001.91,8.08184
3002.04,8.97015
3002.18,10.4012
3002.32,12.5026
3002.45,15.4355
3002.59,19.3488
3002.75,25.3035
3002.94,34.1488
3003.21,50.0372
3003.7,82.2031
3003.97,93.8838
3004.2,98.1726
3004.23,98.2333
3004.46,95.2564
3004.74,84.4959
3005.42,48.1336
3005.68,37.2879
3005.91,30.199
3006.11,25.7158
3006.36,21.9764
3006.61,19.7323
3007.02,17.6299
3007.67,16.0158
3008.89,14.5699
3010.77,13.4638
3013.44,12.5985
3014.65,12.4253
3015.62,12.5006
3017.06,11.9704
3023.4,10.1152
3024.01,10.366
3025.08,11.6419
3025.14,11.6526
3025.54,11.3018
3026.05,9.88489
3026.43,8.73752
3026.67,8.41866
3026.86,8.6878
3027.03,9.49937
3027.16,10.7499
3027.3,12.7709
3027.44,15.5019
3027.59,19.7857
3027.74,25.4641
3027.93,34.4199
3028.16,48.3424
3028.72,86.228
3028.99,99.0039
3029.22,103.591
3029.25,103.68
3029.49,100.436
3029.77,89.2887
3030.45,51.0635
3030.71,39.5807
3030.95,31.7774
3031.17,26.9449
3031.44,23.0088
3031.77,20.2749
3032.09,18.7225
3032.74,17.0848
3034.13,15.5689
3036.08,14.2908
3039.55,13.2838
3042.32,12.8117
3043.12,13.3261
3044.27,15.0881
3044.42,15.1323
3044.97,14.6576
3045.88,13.2137
3046.84,12.6636
3047.16,12.64
3048.54,12.8702
3051.54,12.0007
3056.09,11.2179
3057.65,10.7024
3058.04,11.0918
3058.33,12.1187
3058.58,13.8281
3058.85,16.7297
3059.16,21.6041
3059.71,31.327
3060.02,34.7912
3060.21,35.4234
3060.5,34.1057
3060.9,29.1105
3061.44,21.4225
3061.73,18.4962
3062.09,16.3726
3062.62,14.8966
3063.61,13.4313
3064.37,12.8047
3067.2,12.2107
3070.4,11.92
3071.54,12.1685
3072.73,12.8085
3073.81,12.1477
3074.5,11.7325
3079.24,11.2659
3080.15,11.4778
3081.63,13.0759
3081.74,13.0908
3082.39,12.5948
3083.13,11.7174
3084.29,11.2158
3086.58,11.0203
3087.43,11.2282
3088.0,11.9036
3088.95,13.5848
3089.18,13.6981
3089.67,13.2214
3090.74,11.1826
3091.36,10.7176
3100.65,9.36123
3101.62,9.2013
3102.72,9.51558
3103.29,9.71189
3103.92,9.38116
3105.28,7.69683
3106.75,6.45473
3107.02,6.35642
3107.32,6.47875
3107.57,6.91516
3107.82,7.8218
3108.03,9.07203
3108.24,10.9813
3108.43,13.2911
3108.63,16.8043
3108.83,21.4994
3109.01,27.3826
3109.21,35.9311
3109.41,47.1047
3109.64,63.9103
3110.34,123.098
3110.62,139.542
3110.88,144.229
3111.12,138.93
3111.43,120.977
3112.08,69.4409
3112.34,53.3026
3112.57,42.3795
3112.77,35.3257
3112.98,30.32
3113.22,26.3591
3113.54,23.2982
3113.93,21.3978
3116.01,16.3938
3116.88,15.1708
3118.97,13.9405
3124.01,12.5869
3127.98,12.0509
3129.76,12.7861
3131.06,12.3769
3132.13,12.6173
3132.67,12.5633
3133.08,12.7639
3133.48,13.6414
3133.93,15.6762
3134.51,18.5766
3134.86,19.2429
3135.23,18.48
3136.19,13.2989
3136.49,12.1874
3136.89,11.3391
3137.49,10.8666
3143.02,9.63585
3145.19,8.61132
3146.86,7.24242
3147.09,7.38672
3147.26,7.82115
3147.44,8.7222
3147.58,9.98899
3147.73,11.8838
3147.89,14.774
3148.04,18.7326
3148.21,24.6157
3148.43,33.8995
3148.77,52.3322
3149.18,74.6946
3149.45,84.7734
3149.7,87.6245
3149.94,84.6707
3150.2,75.8935
3150.9,43.5285
3151.17,33.6115
3151.41,27.2324
3151.65,22.8574
3151.93,19.6523
3152.24,17.5973
3152.63,16.1748
3153.33,14.8624
3154.49,13.7428
3156.58,12.7197
3161.25,11.6227
3167.74,10.6698
3168.31,10.8445
3168.69,11.3393
3169.17,12.745
3170.0,16.4346
3170.38,17.1103
3170.73,16.5199
3171.32,13.7716
3171.83,11.4549
3172.23,10.4433
3172.71,10.0227
3172.79,10.0189
3173.48,10.4753
3174.18,10.954
3174.65,10.6344
3176.08,8.01953
3176.56,7.46514
3176.73,7.39176
3176.97,7.51909
3177.15,7.92661
3177.34,8.87347
3177.51,10.3288
3177.68,12.5747
3177.84,15.6683
3178.02,20.3357
3178.24,27.7159
3178.54,40.4498
3179.0,60.7502
3179.28,69.0047
3179.53,71.5326
3179.8,68.5226
3180.12,58.987
3180.7,36.6012
3180.99,28.075
3181.2,23.3651
3181.41,19.9303
3181.67,17.057
3181.99,14.9929
3182.47,13.3911
3183.34,12.0398
3185.82,9.3449
3186.44,8.56831
3186.74,8.33434
3187.04,8.51371
3187.26,9.25831
3187.43,10.4097
3187.59,12.229
3187.75,14.9417
3187.91,18.7356
3188.1,24.5641
3188.31,33.0566
3188.63,49.6306
3189.05,70.9993
3189.33,80.4938
3189.57,83.1785
3189.79,80.9088
3190.05,73.5888
3190.79,41.7511
3191.07,32.4304
3191.3,26.7688
3191.56,22.4244
3191.86,19.3605
3192.23,17.2449
3192.67,15.909
3193.41,14.7231
3195.29,13.2838
3199.11,11.5339
3201.94,10.1703
3203.7,8.7767
3203.95,8.9525
3204.17,9.57912
3204.35,10.6672
3204.5,12.2084
3204.66,14.5366
3204.84,18.249
3205.03,23.2579
3205.26,31.5531
3205.95,61.6708
3206.23,69.8473
3206.47,72.2172
3206.7,70.2181
3206.97,63.5982
3207.72,36.2185
3208.01,28.5667
3208.23,24.2347
3208.47,20.9764
3208.77,18.5097
3209.01,17.3972
3209.46,16.4793
3210.83,15.8179
3211.89,14.0983
3212.78,13.2673
3215.28,12.6408
3215.49,12.6406
3215.94,12.6463
3218.39,12.1077
3218.87,12.4106
3219.35,13.3114
3220.37,16.3574
3220.63,16.5882
3221.01,16.0999
3222.11,12.4158
3222.72,11.3731
3224.24,10.5979
3224.36,10.5858
3224.82,10.8949
3225.06,11.4752
3225.31,12.6705
3225.58,14.8268
3225.93,18.8383
3226.57,27.4961
3226.89,29.9083
3227.02,30.1771
3227.28,29.423
3227.64,26.1333
3228.29,18.6684
3228.63,15.8636
3229.0,14.0492
3229.37,13.1146
3230.16,12.3628
3232.23,11.8164
3232.46,11.8112
3233.58,11.8929
3236.43,11.2005
3238.29,11.0447
3239.73,11.5076
3240.3,11.6747
3241.42,11.0931
3242.1,10.7008
3247.0,9.60742
3247.4,10.0899
3247.7,11.1627
3247.97,13.0283
3248.25,15.9784
3249.04,26.9081
3249.36,29.5789
3249.53,29.9887
3249.8,29.0877
3250.17,25.434
3250.77,18.2207
3251.12,15.1309
3251.45,13.3659
3251.7,12.5376
3252.21,11.7087
3253.39,11.0875
3256.62,10.5394
3257.36,10.5606
3261.41,9.81032
3262.89,9.80398
3263.95,10.0163
3265.52,9.5651
3266.05,9.946
3266.58,11.0769
3267.31,13.0693
3267.62,13.3421
3267.99,12.9285
3269.01,9.7834
3269.42,8.93709
3269.94,8.39066
3271.42,7.84495
3271.59,7.82454
3272.12,8.01384
3272.47,8.5765
3272.78,9.56447
3273.2,11.5963
3273.75,14.5075
3274.08,15.2914
3274.12,15.3029
3274.43,14.7007
3274.77,12.9116
3275.45,8.2844
3275.78,6.56155
3276.1,5.35071
3276.41,4.57109
3276.77,3.96369
3277.02,3.75321
3277.07,3.74387
3277.27,3.88191
3277.41,4.23097
3277.53,4.78145
3277.66,5.65231
3277.78,6.94796
3277.9,8.79246
3278.01,11.0859
3278.14,14.4186
3278.26,18.755
3278.39,24.5003
3278.54,32.9692
3278.71,44.7253
3278.91,62.8388
3279.33,106.572
3279.68,141.402
3279.95,158.68
3280.19,164.133
3280.42,159.546
3280.73,140.712
3281.45,77.7459
3281.7,60.3052
3281.95,47.2727
3282.15,39.3028
3282.37,33.2433
3282.62,28.3195
3282.93,24.5661
3283.34,21.5831
3283.95,19.0407
3284.93,16.7722
3286.32,14.9783
3288.36,13.4962
3292.37,11.9476
3295.42,11.2379
3296.02,11.404
3296.42,11.905
3296.99,13.4736
3297.66,15.744
3298.0,16.1424
3298.39,15.5915
3299.41,11.7939
3299.75,10.9695
3300.19,10.363
3302.8,9.47786
3306.27,8.40798
3306.94,8.65949
3308.0,9.83955
3308.14,9.86669
3308.52,9.55655
3308.96,8.51861
3309.63,6.56518
3309.88,6.08293
3310.03,5.96479
3310.19,6.06678
3310.38,6.61748
3310.5,7.34861
3310.61,8.33627
3310.75,9.98033
3310.88,12.269
3311.03,15.8287
3311.17,20.2827
3311.35,27.5448
3311.56,38.3318
3311.89,59.5992
3312.32,87.033
3312.59,98.6652
3312.84,102.467
3313.07,99.6136
3313.35,89.2022
3314.12,47.292
3314.37,36.6492
3314.59,29.59
3314.81,24.4424
3315.03,20.8323
3315.31,17.7441
3315.61,15.7681
3315.99,14.2333
3316.76,12.3357
3319.27,8.21875
3319.54,8.05708
3319.74,8.2665
3319.91,8.83287
3320.08,9.94618
3320.22,11.4515
3320.36,13.634
3320.51,16.6378
3320.68,21.5035
3320.84,27.8755
3321.05,37.798
3321.44,60.3012
3321.82,82.2147
3322.11,92.6588
3322.33,95.3255
3322.59,92.1261
3322.9,80.7482
3323.58,47.2147
3323.85,36.6094
3324.08,30.077
3324.3,25.3733
3324.59,21.4852
3324.88,19.015
3325.24,17.212
3325.79,15.6631
3327.06,13.6885
3330.71,9.93398
3331.49,9.1144
3331.56,9.10823
3331.83,9.42342
3332.04,10.2493
3332.22,11.6728
3332.38,13.6547
3332.54,16.502
3332.73,20.9989
3332.93,27.7699
3333.21,39.3868
3333.78,66.4929
3334.07,75.6346
3334.32,78.5429
3334.54,76.7903
3334.79,70.5747
3335.62,38.8512
3335.89,30.8207
3336.12,25.9452
3336.36,22.3944
3336.65,19.6032
3336.95,17.9312
3337.39,16.5115
3338.12,15.271
3339.27,14.2711
3339.68,14.1601
3340.5,14.6356
3341.38,15.3647
3341.93,14.9015
3343.15,12.7743
3344.11,12.1313
3345.71,11.8209
3347.02,12.175
3347.9,11.7318
3349.02,10.7435
3351.6,9.37747
3353.49,7.74352
3353.58,7.7329
3353.86,8.00755
3354.06,8.71959
3354.21,9.7147
3354.36,11.2587
3354.51,13.5035
3354.66,16.5972
3354.84,21.5993
3355.02,28.1028
3355.27,39.3485
3355.9,71.3898
3356.18,81.0304
3356.44,84.1255
3356.67,81.7786
3356.93,74.3796
3357.69,42.3829
3357.94,33.9128
3358.19,27.6082
3358.44,23.2526
3358.67,20.6255
3358.97,18.4142
3359.35,16.8475
3360.05,15.3784
3361.26,14.1433
3363.31,13.0767
3366.1,12.509
3370.86,11.488
3372.45,11.372
3373.07,11.3831
3376.69,10.8142
3377.43,11.0221
3378.02,11.8723
3379.09,14.8779
3379.42,15.2032
3379.85,14.6524
3380.89,11.4611
3381.39,10.6067
3382.2,10.2319
3383.12,10.6665
3384.18,11.6695
3384.29,11.683
3384.92,11.2041
3385.67,10.1216
3386.55,9.35727
3387.66,8.95499
3388.12,9.18657
3388.4,9.76697
3388.68,10.9377
3388.97,12.9973
3389.34,16.8434
3389.89,23.1504
3390.22,25.5258
3390.42,25.8974
3390.71,24.968
3391.07,21.9199
3391.7,15.6196
3392.07,13.0512
3392.35,11.8013
3392.8,10.7156
3393.58,10.0105
3396.87,8.97731
3397.57,8.8801
3398.25,9.20521
3398.82,10.2482
3399.63,12.4081
3399.96,12.7124
3400.34,12.2757
3400.95,10.3315
3401.53,8.53179
3401.95,7.74372
3402.6,7.10169
3404.51,5.78416
3406.03,4.23443
3406.31,4.11743
3406.52,4.28031
3406.67,4.66814
3406.8,5.25981
3406.93,6.19129
3407.06,7.57243
3407.19,9.53002
3407.32,12.2038
3407.45,15.7378
3407.58,20.4043
3407.73,27.1783
3407.91,37.5105
3408.14,53.5671
3408.82,110.286
3409.1,126.699
3409.36,132.852
3409.39,132.972
3409.62,129.43
3409.9,116.644
3410.68,62.0838
3410.96,46.909
3411.17,38.2502
3411.38,31.515
3411.6,26.6986
3411.85,22.7953
3412.11,20.2778
3412.46,18.22
3413.03,16.4954
3414.97,13.6844
3415.92,12.41
3416.7,12.0645
3418.11,12.7809
3418.78,12.2655
3419.82,10.5893
3420.51,9.96773
3427.37,7.1831
3429.65,5.9008
3431.22,4.69522
3432.45,3.4564
3433.31,2.50891
3433.56,2.32367
3433.65,2.2967
3433.82,2.33218
3433.95,2.47426
3434.07,2.73908
3434.2,3.22104
3434.3,3.8048
3434.4,4.6178
3434.5,5.68434
3434.6,7.08678
3434.7,8.89728
3434.82,11.7218
3434.95,15.6981
3435.09,21.2347
3435.22,27.9988
3435.38,38.4052
3435.57,53.9664
3435.8,78.1734
3436.55,170.293
3436.85,195.159
3437.12,203.676
3437.35,198.772
3437.66,177.534
3438.47,93.6582
3438.74,71.6841
3438.96,57.7915
3439.2,46.3085
3439.42,38.8418
3439.7,32.1828
3439.99,27.8073
3440.37,23.9971
3440.87,20.8967
3441.59,18.0961
3442.45,15.8938
3443.82,13.5615
3445.99,11.0946
3447.99,9.45549
3449.33,8.36629
3452.64,4.50601
3454.31,2.31185
3454.66,1.9655
3454.9,1.85478
3454.94,1.85144
3455.11,1.91093
3455.25,2.07838
3455.36,2.30869
3455.49,2.72466
3455.62,3.34803
3455.73,4.09653
3455.84,5.09653
3455.97,6.62232
3456.09,8.56917
3456.22,11.2593
3456.34,14.6968
3456.47,19.2832
3456.6,25.123
3456.74,33.4238
3456.91,45.7063
3457.09,63.034
3457.29,86.9361
3457.54,124.123
3458.3,254.695
3458.61,292.339
3458.9,306.596
3459.15,300.491
3459.47,271.711
3460.37,147.012
3460.66,115.299
3460.92,93.1373
3461.19,76.8174
3461.51,63.1555
3461.8,54.6418
3462.18,46.9091
3462.67,40.5915
3463.27,35.4656
3464.25,30.198
3465.51,25.9835
3466.96,22.9962
3469.11,20.2419
3473.39,17.1651
3481.17,13.3605
3482.85,11.9523
3483.47,11.3336
3483.76,11.2853
3484.05,11.789
3484.26,12.8591
3484.46,14.5858
3484.66,17.4218
3484.86,21.5318
3485.09,28.0123
3485.43,40.1379
3485.93,58.5455
3486.23,65.8778
3486.48,67.7974
3486.7,66.0348
3487.05,58.3224
3487.74,36.9632
3488.06,29.4571
3488.35,24.8777
3488.69,21.4822
3489.1,19.3027
3489.56,18.0575
3490.53,16.7651
3491.98,15.8266
3492.47,15.7718
3493.71,16.1372
3494.59,15.9213
3494.99,16.1325
3495.6,17.597
3496.34,19.6803
3496.57,19.8421
3497.05,19.1134
3498.07,15.9007
3498.81,14.7926
3500.46,14.1545
3505.81,13.4273
3507.4,13.7486
3509.93,12.9214
3511.03,12.8173
3512.14,13.03
3513.62,14.0429
3514.53,13.3981
3515.37,12.6367
3519.69,12.0012
3520.14,11.9751
3521.29,12.312
3522.5,13.027
3523.72,12.3027
3524.76,11.8174
3526.54,11.6147
3527.44,11.8562
3528.21,12.9046
3529.05,14.336
3529.26,14.4257
3529.73,14.0259
3530.66,12.1431
3531.27,11.4212
3532.61,11.0477
3541.93,10.1246
3543.03,10.1961
3545.85,9.63062
3546.81,9.6636
3548.19,9.31948
3554.4,7.35284
3556.41,6.23557
3557.66,5.22249
3558.83,4.00018
3559.12,3.88255
3559.33,4.04902
3559.47,4.38434
3559.62,4.99526
3559.74,5.84117
3559.87,7.07003
3559.99,8.78383
3560.11,11.0944
3560.24,14.2172
3560.39,18.977
3560.55,25.2586
3560.72,34.4916
3560.96,49.5915
3561.41,85.6159
3561.75,110.893
3562.04,124.603
3562.28,128.151
3562.55,123.063
3562.85,108.273
