92-U-238(n,total) ENDF/B-VII.1
15126.5,18.7027
15127.9,16.046
15129.0,14.8444
15129.4,14.7411
15130.1,15.1976
15130.8,16.6303
15132.6,21.9411
15133.4,22.7803
15134.1,22.1432
15136.2,17.2575
15137.4,15.5124
15139.3,14.5071
15144.0,13.0256
15150.0,12.3798
15155.6,12.788
15158.8,12.2968
15159.8,12.6838
15160.9,14.1271
15162.5,17.1088
15163.3,17.6416
15164.2,16.9522
15165.9,14.253
15166.3,13.9987
15167.0,14.3297
15167.8,15.8337
15169.2,18.9226
15169.9,19.472
15170.6,18.9101
15171.5,16.53
15172.8,13.1133
15173.5,12.0568
15174.1,11.5209
15174.5,11.4645
15175.4,12.001
15177.7,14.9998
15178.2,15.2581
15179.2,14.6377
15181.3,11.1893
15182.5,10.027
15184.1,9.4746
15187.4,8.68175
15189.5,8.16736
15190.4,8.42008
15191.0,9.18849
15191.6,10.5132
15192.2,12.6391
15194.0,20.9964
15194.7,22.6891
15195.0,22.9458
15195.7,21.9547
15196.6,18.8018
15197.8,14.1559
15198.7,11.7307
15199.6,10.0652
15200.9,8.71971
15202.8,7.18594
15203.5,6.97332
15203.9,7.11995
15204.4,7.67683
15204.7,8.62061
15205.1,10.1295
15205.5,12.4184
15205.9,16.0623
15206.5,21.6806
15208.0,40.941
15208.6,46.2887
15209.2,48.0322
15209.8,46.8153
15210.5,41.5467
15212.0,28.9882
15212.8,23.7441
15213.7,20.3008
15214.5,18.0951
15215.6,16.4764
15216.7,15.5326
15218.2,15.0808
15219.4,15.523
15221.3,16.4844
15222.4,15.8863
15225.0,13.1141
15227.0,12.1556
15228.8,11.8572
15229.9,12.1582
15231.1,13.2916
15232.9,15.7037
15233.6,15.9721
15234.5,15.4276
15236.8,12.0091
15238.0,10.8534
15240.5,9.82022
15241.0,9.75917
15241.9,10.0525
15242.7,11.0032
15243.6,13.2246
15244.9,16.1716
15245.6,16.8891
15245.7,16.8946
15246.2,16.6157
15247.0,15.0455
15248.5,11.563
15249.2,10.5213
15249.8,10.2944
15250.4,10.8151
15250.9,11.9502
15251.4,14.1583
15252.1,18.107
15253.5,28.2497
15254.2,31.1361
15254.7,31.7908
15255.2,31.0248
15256.1,27.4633
15257.5,20.5073
15258.3,17.3678
15259.2,15.434
15260.6,13.648
15263.6,10.6706
15265.2,9.03152
15265.9,8.6193
15266.0,8.6173
15266.3,8.74126
15266.7,9.23991
15267.1,10.2714
15267.6,11.9704
15268.0,14.4407
15268.4,18.4544
15269.2,26.0077
15270.2,37.6764
15270.9,42.2782
15271.5,43.4904
15272.1,41.8017
15273.1,35.227
15274.2,27.1006
15275.1,22.6023
15275.9,19.9165
15276.8,18.0064
15278.1,16.6117
15280.0,15.6036
15285.7,14.0633
15289.7,13.0391
15296.7,12.187
15298.5,12.52
15301.1,13.8997
15301.3,13.9201
15302.4,13.4436
15304.8,11.0242
15305.5,10.7487
15306.2,11.0917
15306.8,11.9608
15307.5,13.9867
15309.4,21.8896
15310.2,23.43
15310.4,23.5432
15311.1,22.7913
15313.2,17.0757
15314.1,15.4909
15315.2,14.6943
15316.0,14.5904
15316.5,14.5915
15318.3,14.1749
15320.5,12.9029
15321.6,12.5282
15326.2,12.1707
15326.4,12.1703
15330.8,12.5955
15333.5,11.9934
15336.7,11.4364
15357.9,10.4851
15361.6,10.6102
15372.3,9.54199
15375.8,9.38416
15377.4,9.7887
15380.4,11.3308
15380.8,11.3861
15382.1,10.9982
15384.9,8.58932
15386.6,7.80478
15389.6,6.88328
15392.0,5.79692
15392.5,5.74255
15392.9,5.82612
15393.5,6.26682
15393.9,6.93568
15394.5,8.21456
15395.3,11.0208
15396.3,14.2235
15397.1,15.6627
15398.4,16.8838
15398.9,18.389
15399.3,20.6427
15399.8,24.4282
15400.4,32.1228
15401.6,47.2323
15402.3,52.2481
15402.8,53.4497
15403.5,51.0242
15404.3,43.4705
15405.6,31.1032
15406.3,25.581
15407.1,21.8281
15408.0,18.8891
15409.6,16.1329
15411.5,13.8832
15413.2,12.6831
15415.8,11.4258
15416.4,11.6389
15416.9,12.4877
15417.4,14.2551
15418.0,17.1443
15418.8,22.9543
15419.9,31.7486
15420.6,34.8917
15421.2,35.6561
15421.8,34.3934
15422.9,29.164
15424.4,21.4994
15425.0,18.9376
15425.7,17.2887
15426.4,16.6843
15427.1,17.3057
15429.2,21.9408
15429.7,22.382
15430.7,21.5786
15433.0,16.6069
15434.3,14.9862
15436.4,13.9017
15439.8,13.1323
15443.5,13.5364
15445.0,13.4841
15447.8,13.9997
15449.1,13.5941
15451.9,12.1703
15456.8,11.5618
15462.9,11.275
15464.1,11.2898
15466.1,10.896
15468.1,10.232
15469.1,10.4876
15471.7,12.4984
15472.3,12.6082
15473.7,12.044
15477.2,9.77611
15479.6,8.27006
15482.3,6.11097
15483.0,5.69169
15483.4,5.62443
15484.0,5.8367
15484.4,6.44966
15484.8,7.35906
15485.1,8.84866
15485.5,10.9786
15485.9,13.9418
15486.3,18.4932
15486.9,25.7679
15488.4,48.3052
15489.0,55.5495
15489.7,58.0877
15489.7,58.1077
15490.4,55.8411
15491.3,47.5867
15492.7,33.6978
15493.5,27.7025
15494.2,24.2723
15495.0,21.6072
15496.1,19.2884
15497.8,17.3816
15499.8,16.1578
15501.1,15.914
15504.1,16.7709
15505.4,16.1531
15508.0,14.0123
15510.5,13.2666
15511.5,13.1821
15514.3,13.7493
15516.1,14.0045
15517.4,13.9585
15519.4,14.4175
15521.7,15.5637
15521.8,15.5675
15523.1,15.006
15525.1,13.5048
15525.6,13.4213
15526.5,13.7655
15528.9,15.9457
15529.3,16.034
15530.4,15.3914
15532.7,12.6292
15533.9,11.9545
15537.7,11.5295
15557.0,10.5758
15558.9,10.8719
15561.6,11.7589
15561.7,11.7606
15563.0,11.3973
15564.6,10.5433
15567.0,9.99847
15579.7,8.41921
15582.7,8.22552
15585.1,7.55593
15585.6,7.52392
15586.6,7.55432
15587.7,7.34552
15588.7,6.62819
15589.8,5.43288
15590.4,5.16706
15590.8,5.3315
15591.1,5.88633
15591.4,6.69546
15591.7,7.90284
15592.1,9.81742
15592.4,12.5256
15592.8,16.5954
15593.3,23.149
15594.0,35.4732
15595.0,52.0772
15595.7,59.1135
15596.3,61.6767
15596.4,61.7174
15597.1,58.9412
15598.0,49.9778
15599.3,34.5049
15600.0,28.0014
15600.8,23.3755
15601.5,20.0578
15602.5,17.4551
15603.9,15.1595
15606.7,12.085
15607.8,11.4793
15608.4,11.6636
15608.9,12.4083
15609.4,13.8565
15609.9,16.2435
15610.6,20.7559
15612.1,32.1711
15612.7,35.3084
15613.3,36.1161
15613.7,35.5204
15614.6,31.9241
15616.2,23.4871
15617.0,20.3268
15617.9,18.2155
15619.4,16.4035
15621.7,15.2758
15622.6,15.1757
15626.0,15.8229
15627.9,15.1969
15630.3,13.4327
15633.1,12.5617
15637.4,11.4702
15640.2,10.5561
15641.0,10.7447
15641.6,11.4069
15642.1,12.5977
15642.7,14.7083
15643.5,19.1013
15644.7,25.9
15645.4,28.0954
15645.8,28.4056
15646.4,27.647
15647.3,24.3438
15648.6,18.9575
15649.4,16.8628
15650.1,15.5155
15651.1,14.5091
15653.5,13.5255
15654.8,13.3428
15656.7,13.7706
15658.8,14.4836
15660.3,13.8853
15662.4,12.3491
15664.4,11.6901
15664.7,11.676
15665.7,11.9248
15666.5,12.7268
15667.7,14.7893
15669.9,19.5687
15671.3,21.3722
15671.9,21.6197
15672.9,20.8869
15674.1,18.2192
15675.5,14.9345
15676.2,13.6847
15677.2,12.8019
15679.7,12.217
15682.0,12.079
15685.5,12.2406
15688.5,11.9522
15690.1,12.4113
15692.6,13.9085
15692.9,13.9514
15694.4,13.3864
15696.5,12.071
15698.3,11.6161
15708.0,11.1824
15709.7,11.4567
15710.8,12.3037
15713.2,15.4417
15713.9,15.7941
15714.8,15.2585
15716.7,13.0559
15717.6,12.7434
15718.5,13.1861
15719.6,14.8459
15721.1,17.3599
15721.7,17.6863
15722.5,17.0494
15724.8,12.6891
15725.9,11.4757
15727.5,10.7188
15728.6,10.5475
15729.8,10.8167
15730.7,11.6382
15732.8,14.6188
15733.5,14.9438
15734.3,14.4554
15735.8,11.9229
15737.0,10.1626
15737.9,9.27587
15739.3,8.52874
15740.0,8.37926
15740.8,8.58462
15741.5,9.36288
15742.1,10.8094
15742.7,13.2733
15744.6,22.607
15745.2,24.5992
15745.7,24.9904
15746.4,24.1443
15748.4,17.7081
15749.4,15.5784
15753.7,11.0856
15755.1,10.1167
15755.6,9.99859
15756.4,10.3607
15757.0,11.2214
15757.7,13.0152
15759.6,20.1836
15760.4,21.5769
15760.6,21.6529
15761.1,21.2837
15762.1,19.0981
15763.5,15.1916
15764.4,13.6194
15765.2,12.684
15766.3,12.1777
15766.8,12.1589
15769.5,12.9933
15770.7,12.4415
15773.0,10.1077
15773.8,9.88014
15774.3,10.196
15774.9,11.2462
15775.4,12.6831
15776.1,15.6599
15777.8,25.0928
15778.4,27.2918
15778.9,27.7786
15779.6,26.6607
15781.9,18.2439
15782.8,15.9614
15784.0,14.3314
15786.0,13.1566
15787.9,12.7802
15788.9,13.2531
15789.8,14.3372
15791.8,18.1782
15792.6,18.6757
15793.4,18.0722
15794.8,14.9294
15795.8,12.9538
15796.9,11.7383
15798.3,11.268
15798.4,11.267
15799.6,11.6077
15802.4,13.9817
15802.8,14.0883
15803.7,13.8095
15806.4,11.8874
15808.3,11.3503
15813.7,10.9872
15815.7,11.2656
15819.0,12.4316
15819.4,12.4531
15821.4,11.9434
15823.7,10.7897
15826.5,10.2671
15827.8,10.2156
15831.7,10.6759
15834.0,10.1471
15836.4,9.70962
15839.0,9.34692
15840.2,9.09963
15841.1,9.3394
15841.8,10.0329
15842.7,11.7538
15844.3,15.2454
15845.1,16.0238
15845.2,16.0303
15846.0,15.3687
15848.1,11.6173
15849.1,10.4447
15850.3,9.59367
15857.0,7.5388
15858.4,7.39765
15860.7,7.76295
15861.4,8.23457
15861.9,8.98702
15862.4,10.2723
15862.9,12.3048
15863.3,14.9289
15863.7,18.5755
15864.3,25.23
15865.9,45.2406
15866.6,50.9462
15867.1,52.6055
15867.8,50.7202
15868.7,43.5187
15869.9,31.3801
15870.7,25.5745
15871.5,21.6744
15872.2,19.4372
15873.4,17.3663
15876.3,14.9982
15878.4,13.7789
15880.3,13.2626
15881.2,13.2339
15883.5,13.5007
15885.4,13.0535
15887.3,12.167
15891.0,11.4942
15894.7,11.278
15896.5,11.7391
15899.2,13.3335
15899.6,13.3731
15900.8,12.9031
15903.1,11.3106
15906.1,10.4739
15912.2,9.74098
15917.1,9.24012
15921.8,8.13758
15924.5,7.32426
15924.7,7.324
15925.4,7.57693
15925.9,8.30849
15926.4,9.42681
15926.9,11.3719
15927.6,14.6742
15929.1,24.4214
15929.8,27.0927
15930.3,27.7338
15931.0,26.6065
15932.1,22.1318
15933.2,17.0873
15934.0,14.4508
15934.9,12.6678
15936.0,11.5012
15937.7,10.6823
15938.0,10.6506
15938.8,10.9887
15939.6,12.0745
15940.3,14.0931
15942.0,20.5436
15942.8,21.9225
15943.0,21.9862
15943.6,21.5327
15944.6,18.8657
15946.1,14.6163
15947.1,12.8628
15947.9,11.869
15949.7,10.8865
15951.5,10.5512
15955.0,11.1066
15956.7,10.7336
15959.9,9.11442
15968.3,6.99661
15972.2,5.61705
15974.6,4.41536
15976.7,3.11679
15977.3,2.92671
15977.5,2.91798
15977.9,3.02951
15978.1,3.26712
15978.5,3.76029
15978.8,4.50953
15979.1,5.55944
15979.4,7.02366
15979.7,9.18651
15980.0,12.0164
15980.4,16.0289
15980.9,22.4155
15981.5,32.8325
15982.9,60.3683
15983.6,70.1253
15984.2,73.5838
15984.4,73.7947
15985.1,71.1917
15985.9,62.6884
15987.7,41.3475
15988.6,32.9808
15989.5,27.1118
15990.4,22.5695
15991.5,19.1835
15997.4,10.761
15998.0,11.1509
15998.4,12.0028
15998.7,13.4376
15999.2,16.1008
15999.7,19.953
16000.4,27.2588
16001.6,39.5557
16002.2,43.8986
16002.8,45.5616
16003.5,43.9783
16004.6,36.8445
16005.7,29.4176
16006.6,25.2561
16007.6,22.0671
16009.1,19.6978
16011.4,17.6046
16016.1,15.1284
16018.8,14.5206
16020.0,14.9772
16021.7,16.8737
16023.1,18.5696
16023.9,18.8687
16025.2,18.0594
16027.8,15.0477
16029.8,13.8279
16033.6,12.941
16036.1,12.7647
16040.2,13.1872
16042.3,12.7043
16043.9,12.1921
16044.7,12.5287
16045.4,13.532
16047.6,18.2108
16048.3,18.8271
16049.4,18.0919
16051.4,14.8302
16052.8,13.5276
16054.4,12.966
16055.1,12.9411
16058.6,13.8652
16060.2,13.3651
16062.6,12.0744
16066.1,11.6481
16069.6,11.3134
16071.2,11.717
16073.1,13.4472
16074.3,14.1993
16074.4,14.2107
16075.4,13.7258
16077.9,10.6021
16079.0,9.68699
16081.2,8.70053
16081.5,8.66695
16082.1,8.87993
16082.7,9.61575
16083.2,11.0534
16083.7,13.3937
16084.3,16.8705
16086.0,29.4618
16086.6,32.533
16087.3,33.5167
16088.0,32.3132
16089.2,26.9025
16090.4,21.4119
16091.2,18.7056
16092.0,17.0124
16093.3,15.4701
16096.0,13.9227
16099.4,12.9042
16102.1,12.6785
16104.5,13.1523
16107.6,13.8563
16109.5,14.0022
16111.2,13.4966
16113.7,12.0456
16116.0,11.5579
16117.1,11.5185
16121.3,12.0774
16124.3,11.5602
16127.7,12.1156
16130.0,11.5226
16132.8,10.6814
16141.2,9.62423
16145.2,8.88968
16149.2,8.47999
16149.9,8.70234
16150.4,9.3522
16150.8,10.5668
16151.3,12.4612
16151.8,15.629
16152.5,21.3982
16153.7,32.4275
16154.4,36.2922
16155.0,37.616
16155.7,36.2104
16156.6,30.9354
16157.8,23.5853
16158.6,19.9332
16159.4,17.511
16160.4,15.8007
16161.9,14.3873
16165.0,13.2907
16170.6,12.1895
16170.8,12.1828
16172.4,12.4351
16175.3,13.9042
16175.5,13.9142
16176.8,13.4149
16179.0,11.7429
16180.8,11.1453
16181.9,11.0679
16183.2,11.3814
16184.4,12.3897
16186.6,15.9074
16187.3,16.2503
16188.2,15.6337
16189.6,12.8455
16190.8,10.64
16191.7,9.68159
16192.3,9.4795
16192.9,9.75614
16193.4,10.5575
16194.0,12.1431
16194.8,15.1103
16196.2,21.5135
16197.0,23.3984
16197.3,23.6168
16197.9,23.1543
16199.1,20.1393
16200.3,16.7244
16201.4,14.8665
16203.1,13.5058
16204.1,13.2013
16205.0,13.5245
16206.3,15.0118
16207.7,16.6316
16208.1,16.7744
16209.0,16.3498
16211.4,13.4687
16213.1,12.4359
16217.4,11.6885
16219.6,11.5637
16222.6,12.1224
16223.9,12.3294
16226.0,11.7445
16228.0,11.1391
16229.5,11.0499
16231.5,11.105
16234.2,11.0039
16237.3,11.3788
16240.5,10.8698
16241.5,11.0691
16244.1,12.5334
16244.4,12.5601
16245.7,12.0699
16248.1,10.2398
16249.8,9.71857
16254.7,9.19358
16255.8,9.02469
16256.4,9.19617
16257.0,9.81274
16257.6,11.0773
16258.3,13.152
16259.3,17.8701
16260.5,23.1451
16261.1,24.953
16261.8,25.5791
16262.7,24.6643
16264.9,19.617
16266.2,18.1947
16267.6,16.8937
16270.3,12.1436
16271.3,11.0652
16273.0,10.4428
16278.4,10.0104
16281.6,10.4408
16283.5,10.0036
16285.3,9.36516
16290.0,8.62218
16291.8,8.46425
16293.4,8.62194
16296.4,9.33532
16296.6,9.3435
16298.4,9.00454
16300.1,8.06134
16302.9,6.25181
16306.1,4.69093
16307.7,4.18642
16308.2,4.12043
16308.8,4.27283
16309.2,4.66502
16309.6,5.28297
16309.9,6.30471
16310.3,7.79279
16310.6,9.92305
16311.0,12.9858
16311.4,17.5353
16311.9,24.552
16312.7,37.1046
16313.8,56.5029
16314.5,65.4265
16315.1,68.665
16315.3,68.8381
16315.9,66.4725
16316.8,57.0752
16318.3,39.4197
16319.2,31.9478
16320.0,27.221
16320.9,23.6735
16322.1,20.6284
16323.9,18.1234
16326.6,15.9488
16329.1,14.6071
16330.8,14.115
16332.1,14.5773
16333.2,16.0021
16334.9,18.4585
16335.5,18.7129
16336.5,17.9644
16338.7,14.4572
16339.8,13.4879
16342.0,12.9193
16345.3,12.2817
16346.9,12.0205
16348.4,12.4807
16349.6,13.6678
16352.1,17.9474
16352.8,18.3792
16353.9,17.6527
16356.5,13.7862
16357.6,12.7025
16359.2,11.9124
16363.8,11.0674
16365.6,10.9226
16368.4,11.0429
16370.6,10.6286
16374.6,9.50954
16377.9,8.3349
16380.7,6.82976
16381.8,6.22274
16382.2,6.15918
16382.6,6.28914
16383.0,6.75904
16383.3,7.42834
16383.7,8.65718
16384.1,10.7191
16384.6,13.698
16385.1,18.2367
16385.8,27.2252
16386.9,39.8775
16387.6,45.2116
16388.2,46.7871
16388.8,45.3035
16389.8,39.2063
16391.1,28.4238
16391.9,23.8703
16392.7,20.7292
16393.7,18.6387
16394.9,17.3978
16395.5,17.2243
16397.1,17.9551
16398.8,19.0979
16398.9,19.1038
16400.0,18.4421
16402.4,14.9031
16403.6,13.8119
16405.7,13.1168
16409.0,12.6594
16411.1,12.9993
16413.9,14.457
16414.2,14.4746
16415.6,13.9416
16417.3,12.831
16418.6,12.5145
16421.8,13.1629
16423.7,12.6343
16426.3,11.6898
16439.8,10.5895
16441.0,10.7575
16441.9,11.3105
16444.5,14.2591
16445.2,14.5047
16446.1,14.2086
16448.9,12.3552
16452.7,11.3233
16454.6,11.2102
16455.3,11.2146
16460.4,10.6835
16462.8,11.0889
16464.3,11.361
16466.3,10.8551
16468.3,10.1606
16471.8,9.90755
16474.4,9.50172
16477.1,8.93181
16477.5,8.91659
16479.5,9.16206
16480.4,9.78753
16481.1,10.9066
16481.7,12.8511
16482.2,15.4852
16484.0,26.0745
16484.7,28.4985
16485.2,28.9476
16485.9,27.9359
16487.0,23.5681
16488.1,18.6181
16489.0,16.409
16489.6,15.411
16491.2,14.6989
16493.0,13.8508
16495.3,11.9991
16497.0,11.4869
16500.6,10.9618
16504.3,10.179
16505.7,10.5099
16506.7,11.4572
16509.1,15.1979
16510.2,15.8002
16510.4,15.8076
16512.6,14.972
16514.3,13.5214
16516.3,11.3526
16517.4,10.8604
16517.8,10.8578
16518.7,11.2054
16519.7,12.2828
16521.4,14.3821
16522.0,14.606
16522.8,14.164
16525.3,10.5995
16526.5,9.65369
16528.6,8.99683
16529.4,8.91533
16530.2,9.02875
16531.2,9.67619
16533.4,11.8786
16534.1,12.0917
16535.1,11.6567
16537.9,8.89876
16538.7,8.53451
16539.2,8.78344
16539.8,9.70843
16540.2,10.8651
16540.7,13.1584
16541.3,17.0007
16542.8,29.1054
16543.5,32.644
16544.2,33.7006
16544.8,32.6932
16546.2,27.2885
16547.7,20.9468
16548.9,17.4478
16549.9,15.3568
16551.1,14.1423
16554.3,12.5084
16556.2,11.3971
16559.0,10.6463
16564.6,10.2242
16570.1,8.73412
16574.1,7.54431
16577.2,6.15989
16577.6,6.11284
16578.2,6.32716
16578.6,6.83978
16579.0,7.61908
16579.4,8.92314
16579.8,10.9222
16580.2,14.0901
16580.8,19.1752
16582.3,34.9271
16583.0,39.8306
16583.7,41.3572
16584.3,39.9049
16585.2,34.7572
16586.5,25.0002
16587.3,21.0295
16587.9,18.7377
16588.7,17.0982
16589.8,16.3518
16591.9,15.9636
16593.3,14.5962
16595.0,12.4265
16596.2,11.4718
16600.7,10.0482
16601.0,10.0005
16601.9,10.2947
16602.7,11.2733
16603.5,13.2164
16605.2,18.694
16606.0,19.8999
16606.3,19.994
16606.9,19.6526
16608.1,17.1498
16609.7,13.7832
16610.9,12.0934
16612.5,10.827
16617.1,8.42235
16620.5,6.32583
16620.9,6.22953
16621.5,6.42108
16622.0,7.04506
16622.4,8.07575
16622.8,9.57303
16623.2,12.0386
16623.6,15.558
16624.2,21.0343
16625.7,39.9299
16626.4,45.3151
16627.0,47.2631
16627.1,47.2831
16627.8,45.4748
16629.7,33.0072
16630.4,30.0111
16631.1,29.1086
16632.3,30.818
16633.4,32.2338
16634.2,31.1357
16635.2,27.5474
16636.6,20.2783
16637.4,17.5031
16638.0,16.1411
16638.7,15.1261
16642.4,13.6835
16644.3,12.5435
16647.6,11.5337
16652.6,10.4679
16655.2,9.19221
16655.5,9.12166
16656.1,9.24576
16656.7,9.94545
16657.2,11.0182
16657.7,12.9076
16658.3,16.0301
16660.0,26.4139
16660.6,28.9904
16661.2,29.688
16661.8,28.8463
16662.8,25.4133
16664.1,19.7442
16665.1,16.8152
16666.2,15.1683
16667.4,14.2974
16668.1,14.1876
16670.6,14.6937
16674.3,13.6741
16674.6,13.6728
16676.2,14.0564
16677.1,14.9767
16678.1,17.3421
16679.6,21.1875
16680.4,22.0131
16680.5,22.031
16681.5,21.2796
16684.5,16.4456
16686.3,14.315
16687.8,13.6016
16690.6,13.2799
16694.0,12.3112
16696.5,12.0716
16698.3,12.3624
16701.3,13.7741
16701.5,13.7876
16703.4,13.08
16704.7,12.6866
16706.0,13.163
16708.5,15.9722
16709.2,16.2298
16710.3,15.5934
16712.7,12.2961
16714.0,11.4199
16715.9,11.0316
16717.9,10.9608
16721.2,11.0754
16732.1,10.2715
16734.0,10.6043
16735.2,11.3649
16737.5,13.6373
16738.2,13.8288
16739.2,13.3398
16741.7,10.338
16742.9,9.6467
16743.7,9.54381
16744.9,9.92156
16745.9,10.9131
16746.9,12.8027
16748.7,17.0026
16749.4,17.8257
16749.5,17.8482
16750.4,17.2925
16751.9,14.2107
16753.1,11.9733
16754.0,10.8344
16755.5,9.8374
16756.8,9.53995
16757.7,9.86377
16758.5,10.8943
16759.3,12.6997
16760.8,16.3694
16761.6,17.2533
16761.7,17.2799
16762.6,16.7262
16764.9,12.6319
16766.2,11.0986
16768.7,9.77424
16770.2,9.15837
16770.7,9.09833
16771.5,9.30701
16772.3,10.1269
16773.0,11.6317
16774.7,15.7721
16775.5,16.6289
16775.6,16.6482
16776.4,15.9884
16778.1,12.6799
16778.7,12.0145
16778.8,11.9996
16779.4,12.4371
16779.9,13.6724
16780.6,16.4583
16782.3,25.8062
16783.0,28.0418
16783.4,28.3
16784.0,27.4412
16785.0,23.9537
16786.2,19.0096
16787.3,16.1754
16788.3,14.6065
16789.5,13.7704
16793.4,13.2382
16796.9,11.7711
16798.6,11.5263
16800.3,11.7775
16801.5,12.8032
16802.8,15.001
16804.0,17.1446
16804.7,17.4796
16805.6,16.8
16807.9,12.4152
16808.6,11.6034
16809.9,10.7994
16812.7,10.4339
16818.1,10.1616
16822.1,9.79062
16823.5,10.0659
16824.7,10.9976
16826.9,14.1481
16827.7,14.5034
16828.7,14.0243
16830.6,12.1302
16831.7,11.795
16833.9,12.3065
16835.3,11.8595
16837.2,10.6639
16838.2,10.4944
16840.0,10.6565
16842.9,10.1676
16844.9,10.456
16846.0,10.0945
16847.7,8.89742
16847.9,8.86082
16848.4,9.09783
16848.9,9.88742
16849.4,11.3961
16850.0,14.0555
16850.9,19.541
16851.9,25.6992
16852.6,28.271
16853.0,28.744
16853.7,27.8087
16854.8,23.662
16856.1,18.0056
16857.1,15.2765
16857.9,13.7768
16859.2,12.6545
16862.4,11.6513
16866.9,10.6249
16874.1,9.72434
16875.4,10.0704
16876.7,11.2056
16878.6,13.3349
16879.3,13.6094
16880.4,13.1551
16882.5,11.2536
16884.4,10.4151
16888.1,9.75254
16901.0,8.56277
16904.5,8.20048
16905.8,8.39435
16906.8,8.94692
16908.1,10.2033
16910.5,13.4421
16911.4,13.8744
16912.4,13.3525
16914.5,11.2073
16918.3,9.23123
16922.1,7.97709
16922.6,8.09538
16923.1,8.64711
16923.7,9.81966
16924.2,11.7448
16924.8,14.9182
16926.3,23.9152
16927.0,26.433
16927.5,27.0847
16928.2,26.0662
16929.1,22.161
16930.4,16.3897
16931.1,13.8849
16932.0,11.8986
16932.9,10.708
16934.1,9.76445
16936.8,8.45713
16941.8,6.50464
16944.3,5.11212
16944.7,5.0259
16945.1,5.1461
16945.5,5.59557
16945.9,6.24017
16946.2,7.27037
16946.5,8.77954
16946.9,10.8299
16947.3,14.0789
16947.8,19.233
16948.5,28.4544
16949.5,42.9649
16950.2,49.4049
16950.8,51.553
16950.9,51.5611
16951.5,49.7668
16952.3,43.0448
16953.7,28.4847
16954.5,22.5887
16955.1,18.9467
16955.9,16.159
16956.7,14.4342
16957.6,13.1663
16962.0,9.52207
16962.5,9.41174
16963.0,9.66415
16963.5,10.4226
16964.0,11.7468
16964.6,14.1592
16965.5,19.2963
16966.6,25.0449
16967.3,27.3349
16967.7,27.6562
16968.4,26.5229
16969.5,22.3105
16970.8,17.0318
16971.6,14.5162
16972.5,12.9406
16973.6,11.7839
16976.0,10.4537
16980.5,8.73791
16983.3,7.20588
16983.6,7.15028
16984.2,7.30484
16984.8,7.97835
16985.3,9.10668
16985.8,10.8692
16986.3,13.6481
16987.3,20.0226
16988.2,26.1901
16988.9,28.6738
16989.4,29.2984
16990.1,27.9302
16991.1,23.5707
16992.3,17.6663
16993.2,14.6943
16993.9,13.1347
16994.7,11.8992
16996.0,10.8295
17002.2,7.91671
17006.9,6.11291
17009.5,4.52862
17010.1,4.27112
17010.5,4.23143
17011.0,4.34113
17011.4,4.60686
17011.9,5.18939
17012.4,6.11729
17012.8,7.35839
17013.3,9.2046
17013.7,11.7661
17014.1,14.9506
17014.6,19.8416
17015.1,27.0921
17016.8,53.903
17017.6,61.7967
17018.1,64.3927
17018.4,64.4059
17019.0,61.7637
17019.9,52.3128
17021.4,35.055
17022.2,27.8708
17023.0,22.4555
17023.9,18.6895
17024.8,15.7863
17026.2,12.4681
17027.7,9.89912
17028.3,9.25114
17028.6,9.15202
17029.1,9.40676
17029.5,10.3345
17029.9,11.6711
17030.3,14.0468
17030.7,17.3939
17031.3,23.1212
17032.1,34.8427
17033.1,48.2486
17033.8,54.496
17034.4,56.5386
17034.5,56.5551
17035.1,54.75
17036.0,47.9523
17037.5,34.1046
17038.2,29.1265
17038.9,25.9689
17039.7,24.4715
17039.9,24.3621
17040.7,25.0982
17042.6,28.4316
17043.0,28.6126
17044.1,27.4881
17045.0,25.2873
17046.8,20.924
17048.5,18.6786
17050.9,17.115
17054.4,15.9357
17055.6,15.8477
17058.2,16.7371
17059.5,17.0974
17061.3,16.363
17064.1,14.3952
17066.8,13.7617
17067.1,13.7564
17069.1,14.141
17071.4,14.8458
17073.0,14.3732
17075.8,13.0564
17082.4,12.1476
17084.5,12.0375
17087.3,12.1576
17092.0,11.5013
17094.3,12.0116
17096.6,12.7611
17097.4,13.6241
17098.2,15.2054
17100.1,21.0353
17100.9,22.0191
17101.0,22.0309
17101.7,21.56
17103.1,18.3167
17104.4,15.558
17105.5,14.3048
17107.2,13.7398
17108.6,14.2199
17109.7,15.6171
17111.8,19.955
17112.5,20.4007
17113.4,19.5629
17115.7,14.1939
17116.6,12.8406
17117.7,12.287
17117.8,12.2845
17118.7,12.614
17119.7,13.6669
17121.6,16.2062
17122.3,16.5639
17123.3,15.8917
17125.6,12.4634
17126.6,11.5925
17128.4,11.0282
17138.1,10.3895
17140.5,10.6518
17141.9,11.387
17143.2,12.9859
17145.3,16.0742
17146.3,16.5748
17147.9,16.0865
17149.1,16.3953
17150.9,17.7945
17151.0,17.8052
17151.9,17.2434
17153.3,14.5755
17154.4,12.5168
17155.0,11.6557
17156.1,10.8331
17158.6,10.3441
17167.2,9.55454
17169.1,9.30405
17170.0,9.43258
17171.0,10.1247
17171.9,11.4866
17173.7,14.5452
17174.6,15.1078
17175.4,14.6134
17177.8,11.3541
17178.7,10.5298
17180.4,9.83987
17189.5,8.80887
17191.7,8.68057
17196.1,9.06797
17199.2,8.69199
17201.6,8.25177
17204.4,8.67674
